,business_id,latitude,longitude
40,30T84H-0b9-Ft0KqbpKmKQ,40.434190366,-79.9230114
41,7vXcsbM_q5_QeGbqKaK6bg,40.4229632,-79.9285232
42,GYyf9Fprhvsu4aA34YSCsQ,40.450952,-79.933592
43,I_LlnAQe7jGwO9rfjaDdLg,40.4470389,-79.893966
44,NS5m7kg9phWfjP27qmxgYA,40.4285411,-79.9779834
45,OmAWp8kUqXrW0umGdZgNUg,40.462501,-79.9511556
46,PfAjfYv2AA50NxwhLrJG8A,40.3593906,-80.0006895
47,QqsxU3md6sb7Etb5ovrnrQ,40.4829193452,-79.8519909382
48,Y9krCILoQVmT6v8X6gLltg,40.428858,-79.990906
49,dWEXG9aimhOXkbP4yw4UMg,40.4439011587,-80.0026876337
50,drJpzE3cxE0MQUq7gkzRvg,40.4412223454,-79.9567410311
51,fvr6xpaFsma6FmHMueFY8Q,40.433899,-80.00531
52,ljKPmpxxTJSEArW2T-ikFA,40.4881312,-79.920688
53,m0FLMyymdBRHin2xaTqkLw,40.438782,-79.990515
54,s5ZdjjFX3CS2uS6_oVH7CQ,40.438019,-79.954209
55,106U0pNBlmR5uekLzOTdBg,40.3886283,-80.0492732
56,5h21ieNh9EasiD3WtJUUqw,40.4880387,-79.9199836
57,KPs8regMBN7huQc4ouC4rg,40.3812488,-80.0442439
58,Q9V54MxoopwWu8Nwpuq9AA,40.4971912,-80.0588477
59,VbspQ858e9Qz7SwAJzc2mA,40.4520089,-79.982244
60,XBoZ37qBlvgZyfpIO0yEzQ,40.426888,-79.967468
61,bockWFDA3mzjuujY7tOcaw,40.453428,-79.9997093
62,f0yYGHKjedEz8Uv2sQK9kQ,40.4416426,-79.999706
63,iBlNvl-AHwCiUGcTx3DBfQ,40.42611,-79.96681
64,kgyLeo8pRbiAUYZ6Gh8JtA,40.426592,-80.0577969
65,rNMEy4XYJfRE2-d9Qr7n5g,40.4389554,-79.9993319
66,twXhRWSJR4WmzrEMqM8rEQ,40.453845,-79.980478
67,vZ9_qKyK3B3cO7lxTmif_Q,40.393048,-80.0664665
68,vkRpoXtEaL4UEERUWMp7YQ,40.4855169,-79.9255017
69,0b6OAFt85maz05EuvYd_WQ,40.4435879,-79.9965296
70,5Bx-z-7KxB0g6nOuO9gOwg,40.455514,-79.889315
71,AD5dYhKTUh2BdFXAd-IYPQ,40.4503391,-79.9867761
72,Ak4s2gS-jx8iW33jY4u3jA,40.434156,-79.923207
73,DN9rQhcXvw4iGyBUgqQVvg,40.4362887,-79.9226996
74,DeS-atRfeSwiSHhJSMdWUA,40.451967,-79.9843563
75,DhDNNHZtaBxYNSqJz64ixg,40.4400655,-80.0025144
76,FUVs0krBUtSylmRKO_J7ZQ,40.368716,-80.034629
77,IioXbak-RBW3oleEJeOw3g,40.4392353,-79.9972715
78,KLiHYcLVvtGQY98Xv2kAeA,40.3705043,-79.9823983
79,Nkryj8KlbP6O2_FI-EjNsg,40.499285,-79.944321
80,SH_SFnXxaCgn1_LMT2tzJg,40.4943000835,-79.9291736347
81,a9-qixaIQftb4HNZz4ocIw,40.4883350846,-79.8828375589
82,rM2u39FtdD7WZPaTgmRS9Q,40.4782692,-79.9697234
83,rmMssDMCWopIaLWq7ZCm2Q,40.4400241,-79.9532523
84,xu7PDGbHRp7f3cLYGhHrAg,40.447203,-80.022159
85,24GmG-gusr5Jugnf_iX1KA,40.400763,-80.013526
86,4LcFKTr6Ah87VcxW2z5e6w,40.4422917,-79.9989455
87,EY8LbImik11lOMQYHRaT3g,40.430464,-79.953369
88,FccyNVTfKa2Dj3asXi10NQ,40.408037,-80.086177
89,Jp6jJT_DHEjKygTVMvQTGg,40.4380067,-79.9988746
90,Klog5rsTfJEf41Kqva3FsA,40.439409,-79.897199
91,NQvXdC5BtO9hwhOO7ND0Sw,40.4964181,-80.0574793
92,PXayh8IaeF-5xqMuCIu65g,40.4378199,-79.9199427
93,Zx7SyXciooARkpFkkMf3Ug,40.3938064,-80.0659731
94,cKQn19-p4FtLIR4IaP6xuw,40.4326061,-79.9233686
95,dcOWcuBeAeHf4uimuozmtw,40.4385518,-79.9547418
96,kFXds2J2oXyP8dRKmPOVAg,40.437713,-79.918888
97,tv8cS4aaA1VDaInYgggb6g,40.4089836,-79.9148477
98,4NhJV3Hw3OoTKbnjmIQ9UA,40.4639651,-79.9528929
99,4aFpqIBq-dFz7Fu1sIL6iA,40.4287658,-79.9773699
100,E5a7jOdolVv-LAHnDAEpew,40.4289717,-79.9825413
101,EzqtAtYgobZubPJ7AMNFsA,40.4273393,-79.9668182
102,O3PnM1fH8vqDpk-kzYqh5A,40.3934598,-80.0201357
103,OT3yVpDrDVITDCIYox8d9A,40.43866,-80.005135
104,Oq01QS2G1OvCsunccVSgxQ,40.434176,-79.922987
105,QPGMu7wXOciTRQVwklPoLA,40.4286795,-79.9826031
106,RlCP2U5tdnGigtMqdgaeXw,40.3931657,-80.0661701
107,VrkTAT-gBdhagkXLz1_eUg,40.456127,-80.006524
108,_BpPAhDWWmebVL7MC6zkmA,40.441237,-80.003478
109,bcyUzl_0Cy2ZhGwf-GxBKw,40.4018428,-80.0003315
110,dWg_Wkun000du6jiI3TPUw,40.450319,-79.9853489
111,eT5Ck7Gg1dBJobca9VFovw,40.4111498,-79.908469
112,gigNV0IN6uy8DAsLFHurPQ,40.432671,-79.923474
113,jDb0hsWnAlSEefiCdoRt4Q,40.439681,-79.957556
114,khVFkvx8Kc6Bg3CMzgifGw,40.3985082,-80.0829563
115,puiWChvCK4z4LGs4qdqfWg,40.455356,-79.93125
116,rW9lt8JvcCIAztOXcq7Rgg,40.451536,-79.9331801
117,sJ0IiEvM--BRApoyAQ51cw,40.4327703,-79.9234435
118,w7VSMULJ9GtRi3CBRxoJtg,40.450111,-79.9858749
119,z4DKAl8RBUGAxkfD6XYEGA,40.446888,-79.944676
120,0dAVMBoh0nK56--4dGAaDA,40.43766,-80.000574
121,1up3nbbWu9cenLZ04ouTHA,40.4609914,-79.9483345
122,4q2nThFVuU3BZoEMkYQ1yg,40.4514772,-79.9323061
123,7XX-2YyRTLVvki-qsM3sVQ,40.4496627,-79.986549
124,93UCt9OgWYmypZCpXtUu8g,40.4127159,-80.0303354
125,Bi-ykvEO5I6ZubfKYc-hAg,40.4511151,-79.9349322
126,JdC6XlQIksJMrqJBlnz0uw,40.444788,-79.9543129
127,NJcLaATrb0Y6Cq3sDHhASw,40.368716,-80.034629
128,RjavzMXChoFWdsIZnfs5YQ,40.4381401,-79.9201014
129,SZTRq_zknfhNyZXv_VOf1g,40.396745,-80.084329
130,Se7PDo-I5jBs5fU1LVmk_g,40.4419287,-79.9974018
131,YeiH-kbGrwmIJlauSP_-dA,40.4284111,-79.9653483
132,bGE_OpgomJMZINS2N06weQ,40.38229,-80.095557
133,cyDDwKfTjeJn4pqFE5s-vQ,40.451222,-79.9515915
134,eZN1rBpqvr_JfDz_ovmGng,40.4290553,-79.9831387
135,fnAU_q5JWWuPzMvwtQh3Tg,40.39261,-79.9968169
136,iQoRjkc6GwmlYnRDPF4cLw,40.368716,-80.034629
137,pZGqd2oocAVEfoghHsm2Sw,40.4289028834,-79.9812828932
138,vWnwaD-kykqiEc2Q0hbYsw,40.3988343,-80.026459
139,xVg9m8i6aW-NOicaBZqpxg,40.4411909,-80.0004856
140,2tXpqXexE-rn2iDRutiBXQ,40.4480946,-80.0042488
141,5MChfa-jZfMo3vBpolkSbw,40.458394,-79.9436629
142,I9-Ei8_KYtMjbixNJSCvwA,40.4534946,-79.9993338
143,O4RRKwq-kNY0JrrM8h38hw,40.46988,-80.0157
144,U3FZfxY-g6SgQf5ZT6oU0Q,40.4481681,-80.0042326
145,Verns0y0NTYj96SyvKgnhA,40.4409865502,-79.9577772617
146,bMWQx26vgHuwVHsMD2qJFw,40.4814889,-79.9744179
147,cs9iu_1abcCXOuelaO-Gfg,40.42749,-79.969565
148,m4LaTWm5vP01mGpFcqoPZw,40.457185,-79.916872
149,mifvvz8B_BCWbmaJffov7A,40.4661709,-79.9648776
150,nDJEOWtULWInFrO7di-6mw,40.4528002,-79.9289463
151,s8_GT11c1h7pyIdpyje6Kw,40.4926841,-79.9090958
152,ucgQhC2-OzxSa1yX1I095g,40.37223,-79.943578
153,wlS-0nxpHQaFqv_iZ01fvw,40.457865,-79.9254799
154,0iLGx8ilwfncucnYAknzzw,40.3819604,-80.0443604
155,EXkeYc5s-K-X5gFbj3DNyA,40.4381768,-79.9212196
156,Ewum0uSpxz5XGlXHGmzqeQ,40.429129,-79.981899
157,MciNu1Ab0mwojYWqvNyvuQ,40.3981808,-80.0832802
158,PJmNg6ahKgd53gOLBvSZjg,40.4264037219,-79.9672912202
159,RBzDabMqb7Y6UljipSzQcA,40.499801,-79.868143
160,SvoJ3Y3uqDfB4iGUaWXh8Q,40.44389,-79.9985899
161,bpoUILucBUsbR3zWuWAM3g,40.457589,-79.9254969
162,bulkC_6uGn5FM0vz3Kt0ZQ,40.44551,-79.9486512
163,dojsd6ReoLkA9pXxlNTDUw,40.458013,-79.917439
164,kHLZZxEhqykXMED30oqgUw,40.428744,-79.9840362
165,lVH--3M6eVaNf5CBDkZJiw,40.395085,-80.033727
166,liZsZYK2st1etzVYazpylw,40.4355091425,-79.9226289759
167,mLVo9T73OkepUtOcZKKWVg,40.4386288,-79.8919682
168,n5OSE92oEzDCQLCDrzrS7A,40.4719662,-79.9595465
169,ozyBhDBzZg8TRtHIP1wWUw,40.48593,-79.873137
170,slc44MJu58XNJdUa3B6dZg,40.4411853,-80.0026939
171,takv9AY8InjnJR_vqryHGg,40.440661,-79.958699
172,zFVaT1AGqZHZKuBi3NPnyA,40.4488823,-79.9873238
173,5Zp_mmBitow3YByKKjC9yg,40.4946785,-79.9330792
174,9T-voT8ud9489f_VKdqv2Q,40.4434897,-79.9968471
175,E4sfk6fLLirdOaRGgVdLGw,40.4505754,-79.9345359
176,JnZOjrlGpovl1OqnTYL6Bg,40.4446866,-79.9933748
177,McHO_tvPofRkZVFpaZaWRA,40.4629248,-79.9508171
178,PR6DQ-ZJPOpPv2neGN1BGQ,40.460595,-79.936873
179,QJgRZ0kTjvUSvmIm-3AEsQ,40.455763,-79.931512
180,Sr9v3qm6MBUaePm6J5roWg,40.464623,-79.952697
181,TE9WsqEr-IsNvlEu6FEpqg,40.441741,-79.9574559
182,UmX2QDgm02TsWO1-d8elTQ,40.3855506,-79.9674432
183,VOHbBqOW3Q_sgGA14clGWA,40.4282556,-79.9740375
184,e5K0faj_czqdk0KoGzok8Q,40.455542,-79.953421
185,f_yZqnq6bOpFpmS_E1nJww,40.3935297,-80.0658378
186,s8IAYfiw3fEasQc9aW-Ydw,40.4414046,-79.9567511
187,wHi8ODv7TGmeUB02XoX-mA,40.4505899,-79.9842832
188,zkR3Z83MqnBU7NEPJr7AwQ,40.4567518,-79.9392041
189,08eRFhpedodAf6atSRK09g,40.453845,-79.980478
190,7V2lVE5sZrpCJaX-EF4-uw,40.419818,-79.927528
191,8gsEpNtigtn4zsO-JOlsZQ,40.429752,-80.052727
192,9AIEt1NucPJWmH9l4G61nA,40.4806117,-79.9539863
193,MHt5qfGbk3-eteC7yS4K2Q,40.482442,-79.996011
194,egxii6xn-f9Pa4PeMwqbww,40.4179217,-80.0579805
195,eznh0XjVtv924K-KYx_ilQ,40.4113236,-79.9132525
196,iQLLIdmJSt6LQHSjpZERLA,40.4075854,-79.9163491
197,kGhwcN6hgxeJEZtNrKJnpg,40.432386,-80.015066
198,n1n3o-hv5JsBkvZRtJPZKA,40.4436153,-79.9961783
199,1u_8Lk1_0UsTmjW6b12bpw,40.4338974,-80.0042753
200,26HlCqrwTikf-n5FXRS8qw,40.4286494,-79.9840364
201,3DzOW0I3EwntAKFaDl_T0w,40.467605,-79.959082
202,6LbeU_OT1E5MP022PhExvQ,40.4414403,-79.9572865
203,7wT532x2Qz5Hw9BqtBapqw,40.4961113,-80.0572126
204,9C5rKkDQsghpQKyBqPtKFw,40.4079041,-79.9154609
205,EEuGTah-oEssSl3o6pK-ZQ,40.444011,-79.950361
206,IAZvt5mkzX_W-VUPzSvfuA,40.4266676,-79.9780121
207,Iz1CMuIf09OO6kk9GXetKA,40.440896,-79.958105
208,KHG2Po6wtDVXPX7flX1FQA,40.43917,-79.989656
209,L3D_HmxBnfV276Skw6s1fw,40.4070139,-79.902948
210,PQnjGSHINZjFMiGI1nPmgg,40.4383208,-79.9345418
211,SRNqG0vzbilInsmG3gkkUA,40.4629001,-79.9513377
212,UG3hzAi0DLTBA7sLbXESCw,40.3973719815,-80.0838390877
213,VkaQc_XSCyy1TQsmRXVZhw,40.437813,-79.919787
214,YNY50yAv2pIEugxFMeCxMA,40.3523347,-80.0502414
215,Zd4ahFQYdVAXh4d9HO_xVA,40.446124,-79.9922519
216,_zXlFTRlfMmYcRPvy6HF1Q,40.4719669,-79.959546
217,ajR1_uSNNMEmvYZNeC7eBQ,40.469244,-79.962146
218,jTbAQmf14ZqUEXZvS1nLbw,40.436236,-79.964982
219,2i6lkGef2_GMudi6SbRX2w,40.458477,-79.921901
220,4FQ1QM2u6rn0n0ph3RbAMQ,40.4378399,-79.9206932
221,59jTyOmW7rRBRfVG7Uftnw,40.428516,-79.971496
222,7bLvK0YgtMJYbk5WY5IjTw,40.40829,-79.914347
223,KP7m5DCa0N0BIwSOJgxtyA,40.4459408154,-79.9548240259
224,NPdUkI6ki3DBVpeSqmWVeg,40.382187,-80.043783
225,OGRdRr9rjsXGChCsK7vfXw,40.4446704,-79.9487066
226,StOzZjyUVTeh9jpn0JSALw,40.4448524,-79.9486261
227,VKtZk23K28Rp_9ku70zCrQ,40.4417051054,-79.9416196346
228,_yBra3WWr6-PZ0PPzWTRbA,40.361453,-79.857946
229,c1ixeRdwTvNt6YLew-sSCg,40.4224622,-80.0356006
230,eRcfdmon9Tj_F42qzgB5SQ,40.45851,-79.9323128
231,fY1oBB0N6w7bAs-WHw552w,40.364446,-80.019026
232,gQuYCsmGrj8rK4r2gDEGPA,40.409013,-80.084742
233,lgnnZL0Cp6_q1Xx_4a0gpA,40.4404494771,-79.998646576
234,lv2DSTFBOxefUNLbiWexow,40.44042,-79.956473
235,oTbwQOZb_314iHm2Uh_f9g,40.4513798,-80.0183408
236,sF8rL9XOz4v48YdTucaBGQ,40.4284268,-79.9794308
237,xMekAmDsCdhk21Buf9ucSQ,40.4518432,-80.0067586
238,y5UC_QO9hbTWHohDYM2Fbw,40.451773,-79.9325889
239,0OXrM5rp0dT8DcxqQJMBXw,40.4524945,-79.9815516
240,17Zp0inFGLaQsxMBapdh4Q,40.4558761,-79.9381788
241,1md5jVWAiBUtOIoJ0Ca5lA,40.4663501,-79.9647573
242,2i5ttyWIY-VPfp4dgWb5Cw,40.4297296,-79.9228528
243,4KNIPambhRchLTH3St9HEw,40.4441199,-79.9961344
244,5yWHbY7c2VIwgXcVgiyGQg,40.4139311,-79.8508856
245,DnmK-EvzH4UnuKdMgjqSpw,40.4295379,-79.9241188
246,GSiHJG8LqTn5ZQAY1r9q9w,40.4434132,-79.9961509
247,GToWxpkoCfAjdkTwdm4y2Q,40.4381461,-79.9223846
248,LZkG-y1_OdyKAajJJI8uBg,40.4410274,-80.003365
249,Mfm2tNreFppzEFY-f69nDg,40.4327827,-79.8938104
250,PoZvN_XDj8Z40Y2TZrDfHw,40.447412,-80.022646
251,QUQnWkPauoh6z42X5JQPUw,40.460212,-79.925355
252,QlHQzegL2Ew3z5YgK0ZeOw,40.4512794057,-79.9332921053
253,Y5ZIx9cXxXxXfRxTBUOZ4A,40.4158532,-79.924801
254,aUb1ulqB4B1y6kQuqRV3cg,40.4417932,-79.9571431
255,avn-BRDbStHD575DyoWOKA,40.4681315,-79.9630473
256,c6NgU8ltiPJkhPOGUEs-Dg,40.4318693,-79.9231874
257,hDmL46u5ZKvYJB1Bgy19ow,40.4451700567,-80.0010798922
258,otc6dTixHIDPHnZRgVIUzA,40.4401244,-80.0009351
259,qCt0n6_JHHdiNCmSu4xoDA,40.4414035988,-80.0034166834
260,tUtfy9po7NMobHPdAmbMow,40.3807577,-80.0444192
261,-v31BEquLxeVPgvFHburUQ,40.4905179,-79.9040162
262,0rJ2_hPk1ph_SPKUni3mlA,40.4286774,-79.9900503
263,42hkpcthl6tJFblVCgNvtw,40.4459705,-80.0108751
264,58CWQ1FOtT1ClbREmUb-pg,40.4366975,-79.9545605
265,AAcw9y30cRuMo0oa8UBiIw,40.4763098,-80.0311303
266,CxTeMVnszC-oEgwOVClnlA,40.406339,-79.9097139
267,KENo__8EAznfs92X9uu8vw,40.3815497,-79.9986915
268,LPZQWQxGkq5YQs51gA4VBg,40.439424,-79.959407
269,MVIFPx1kRXlSGBNzm4vPiQ,40.490298497,-79.904355316
270,Mlv59JIUCPC2JrTlEmYp8w,40.4654005,-79.9655293
271,cf7owaXL9W5fOWL1qS5nbw,40.438355,-80.001983
272,hUV4bjXE8Ijd-pDNr8S6mA,40.455929,-80.0065429
273,lFAb9TuCs6gJ7y_M2uB8gQ,40.4275224,-79.9679844
274,nY-xa3efqX_fQquCKjM8qg,40.4350605,-79.9228131
275,niQWkjHJ3FDuLDSp_qi8PA,40.4391874,-79.9979013
276,r39QI50sfpVK1XpBVJpAIA,40.4690638337,-79.9616695907
277,tenee-X_e6cGAqceCIs4iA,40.4573811,-79.9289548
278,z0Kbsc8Gv9p-6FNcx9c0Aw,40.3960778,-80.035195
279,-yQDkxsUbslu8a6YsDyQNg,40.4332863,-79.9230511
280,2wl6okKaT59mGUi3M3IYwA,40.3691833,-80.034845
281,53bxZN3hikoJZkd1EBdhrw,40.4269077,-79.9664347
282,58RJp9m7hMt132ZP8fvm3g,40.383403,-79.977468
283,AWSmI5shZligS3wkk-m0Cw,40.4457562,-79.9486452
284,B7uk66_H_4zeI_AO0mOu4g,40.45932,-79.919044
285,EtnMSBRlMQWrdTla-jz9RA,40.4356718,-80.0340934
286,Fbg2LpTLb--d95SSndDntA,40.4544720399,-80.0324073579
287,G0lLt7xjXUBhWSoQtexoXg,40.461577,-79.948254
288,MZbI6n8rFDeFC0SwpBpl5g,40.4308881,-80.0074099
289,POYKAHeHTwp7VafFSAQTjw,40.428165,-79.974956
290,QKJyHpKZmSfEc61PyEBgqw,40.48593,-79.873137
291,SdFvvjkdU_U-yD6cK6-ktA,40.365969,-80.013949
292,T_nUr6KgnzrRwCssIGEd8g,40.4902106,-79.9035091
293,Vx1MkcBDJD8_0aNCYtIG1g,40.4651258,-79.9423817
294,WCrtUL8yCbWM7ROIVBOPHQ,40.488639,-80.039423
295,Ya0oNqP8mzPU5HwMdgf5zQ,40.4376961,-80.0176808
296,dv77I1ZpncGyEBP-HnUwlA,40.4395202,-80.0706162
297,hHUxynhRliO0rdjgPYesOw,40.4431259036,-80.0015651596
298,nWw3TZFSJAYFzN8ZM_2sNg,40.4609192,-79.9478905
299,oVA7jYLVNSTwoHkzNctqag,40.4395858,-79.8971833
300,pZksQ5zencbsXZTqP7OTkg,40.456611,-79.914994
301,rE0-KhjcOQOWIaiybjsDZw,40.4544265,-80.0010731
302,sbTF0cLKZH6_BP8BLARVDg,40.4439388,-80.0006057
303,zUzEjxKEn8eNVksImZ2oGw,40.4666791,-79.9643786
304,zaXDakTd3RXyOa7sMrUE1g,40.404638,-80.089985
305,-U68ZM2v6OOPtdefIonvJw,40.4425792,-79.8822226
306,6_T2yecBZf9adTu5-moFug,40.4294453,-80.0993103
307,9b0y3HVHPWFnobKyMFFoCg,40.4511828,-79.9344645
308,D2p_fETvFCixF7myW-rWbw,40.4949234,-79.9758246
309,FoWv3iO6TuTBAxNbDjCJ6A,40.4884533947,-79.8988931865
310,H-c8pdcsJJofXAeWxzk0Gw,40.4284702,-79.965666
311,Jj7EE1vPUaKHykA7WzlIew,40.4568643,-79.975173
312,OJBkDqbEl6JyN_7hJvCVfg,40.445099,-79.9484273
313,Qa2nW-WGvu6P7eccNSj2Nw,40.4303781,-79.9772139
314,T6Y4UArFtF8HPg_RNnZ7HA,40.458332,-79.907939
315,UNI3UOXuW_P-99GEA3GhjA,40.451253,-79.932661
316,WjLtEWGvPSIfwMZXUMHX8g,40.4459749,-80.0108508
317,Yj1EJ_HDLtw7wLcdpmaY9w,40.4519212353,-79.982807323
318,b686MZPPrVhnwYhhPZQdJA,40.4628581,-79.966474
319,eoCnHe4RVytI2C9DJlmbeA,40.4643050519,-79.9640449136
320,fM5hwoJGY5gn1jEQnKiyDw,40.4044775,-79.9149727
321,h7LYf-5qquX2AdYuaM7ufg,40.4882927191,-79.8978567123
322,h_pNevaF4cJitxE4Xetr7g,40.3659521,-80.0247902
323,jKAebUUVH6ga2O8VJk9nrg,40.4537908,-79.9822515
324,jVVyiaDle64frINmX2hgqw,40.3822222,-79.9972062
325,ne8o0APyK1CL_BLhDGbRsQ,40.4520115,-80.0167069
326,ox-WgJDBnm2TjcXd2XE2WQ,40.4381352,-79.9222096
327,sk0aJ_g-JD_QBpfq4XCQUA,40.4386757,-80.0693123
328,tygo8BbCFwGFxIitgTp_zQ,40.434127,-80.00605
329,uZDXtaFVR307UOHhn2sStg,40.473084,-79.95893
330,1ROn1nUafuPbp3sx6FX7JQ,40.434824,-80.0078711
331,1gyztgqbLEGnBY9wJCQKRw,40.37745,-80.040797
332,5a0mAU5sGrR174mEghnOCw,40.4396663,-79.8973664
333,AwWZy8he_AJGK-UbXa7JXQ,40.4282970634,-79.9604250432
334,B2eenzL3ndV2fKkHu0wVJA,40.380923,-80.044674
335,FdCK0WrDz2u8bE97asVHXA,40.4281467777,-79.9704805162
336,MhaKciR8wTCSJodsHKPRFw,40.4705001,-79.9605478
337,QR_Nmup1tRj1WwooAKePbg,40.394595,-80.021685
338,T-yPFnNCWiH7TA23j1BxXw,40.3560807,-80.0503427
339,Za0bV7GjMDbcc4nZY6K3HQ,40.438151,-80.0042484
340,_0UC6YiwhkgLOJWxMmMQQQ,40.4520512,-80.0170515
341,_OrFfXFJF5_ZQye_RZUGyQ,40.3518139,-80.0522516
342,_juEieBWDHPucj7yBNqUWQ,40.368013,-79.982253
343,abyewBtFxoSpcOm7vFuzhg,40.385736,-79.9786461
344,aft5N5DwIaIzQzwKv7lLvg,40.4400241,-79.9532523
345,kdVfpbsgKA2nX4GqoSFlHg,40.428572,-79.981864
346,nyS42UJ54_YUKxBB83dfDQ,40.4538704,-79.9495591
347,oAfINl7rkfuZD163v3fIyQ,40.4356381,-79.996328
348,uQJxkV5v60fNkrOj0J2sTw,40.4682663,-79.9191827
349,xtnIAdN-MFnis86mjZ-AVA,40.4435643,-79.9961836
350,zKPZZxbSZmPu6IcFZ4YHJQ,40.435861,-79.923263
351,0hUgrYgiLPd8e8TuHfoqMg,40.423196,-80.0056696
352,EfmGcKIuG05OlY_mcANMRA,40.4426547,-80.0022505
353,WWbPM20A8agePy7-X_6AlA,40.4574778,-79.9289528
354,XK4HOwFTo6EE-YK7lbPjJg,40.4407627,-80.0029682
355,b538wiwQvOxm4Km_ZiIOPQ,40.4528463,-79.9493314
356,ih6d7hBWss05xXWUznuFaw,40.4585236344,-79.9292063713
357,ncFpm5dUP8YpTTnMf5bs6A,40.3500889,-80.052418
358,rVn047LHt3nVVIJhb8_7kA,40.456194,-79.977166
359,sI9BnInlCDUos3kYx9StSQ,40.429201,-80.007587
360,wRzG7Gx-pAM9nTnVVnF2Rg,40.4410836,-80.0013393
361,yKIo8_tja6-vEYEzsPsdRQ,40.440304,-79.956279
362,1qGq_IcIQLEESnVNMQ52xQ,40.4398452,-80.0021166
363,3eu6MEFlq2Dg7bQh8QbdOg,40.3509559,-79.889059
364,67A7bnaFM-YmpkTw9idreg,40.4293549,-79.9764202
365,AEvxAw-qe9iPSsIjlNE2JQ,40.4264806,-79.9392937
366,CVK9ciUclX3rlMl3X9M_Hw,40.4566552,-79.9299317
367,DiPbxquQQHSgz123I27Drg,40.4560895,-79.9396789
368,EZdFJ0Uxqarqs5BX3pKgug,40.378641,-79.989937
369,FVGtiujFXixkw71HBbBB_A,40.4362726,-79.92298
370,IsRmA4DqEE_xjw8y6KuObA,40.442195025,-79.9385726452
371,JyldCiKvK1m72VS6tuC_Qg,40.3777216,-80.0407084
372,MyGH3O8q053OoJm5JikCRg,40.4299592,-80.0073219
373,Nsj_sFtGulFjztuvU4I4eg,40.4604323,-79.9252567
374,Oq5MyNxNi-xuXdPOWR9O_g,40.4509182,-79.9338159
375,Ts4xsKPU7FNPPZRj-nRjIg,40.4583902,-79.9255146
376,W-YDwC0FXqu30vnnLyoHuQ,40.4426837059,-80.0018295322
377,g4jHGmS46NHnb7xp-YPUKg,40.4045575,-80.0398906
378,jplGMzlErHf985akNin92g,40.392484,-80.065824
379,p3nhCZcjYUiP5LGJd3W2gg,40.4072651,-79.9101652
