,business_id,review_count,stars,categories,city,state,full_address,latitude,longitude,name,attributes[Alcohol],attributes[Ambience][casual],attributes[Ambience][classy],attributes[Ambience][divey],attributes[Ambience][hipster],attributes[Ambience][intimate],attributes[Ambience][romantic],attributes[Ambience][touristy],attributes[Ambience][trendy],attributes[Ambience][upscale],attributes[Delivery],neighborhoods,open
34,pMBxvWFY03Z95jNVUVWGwg,121,3.5,"[Breakfast & Brunch, Bars, American (New), Nightlife, Restaurants]",Pittsburgh,PA,"1515 E Carson St
South Side
Pittsburgh, PA 15203",40.4290019,-79.9828,Local Bar + Kitchen,full_bar,True,False,False,False,False,False,False,False,False,False,[South Side],True
35,qUJbCo-xJ9A4nE6nXMOwIg,5,4.0,"[Active Life, Restaurants]",Pittsburgh,PA,"2305 E Carson St
South Side
Pittsburgh, PA 15203",40.4283162,-79.9727834,Shootz Cafe & Billiards,full_bar,,,,,,,,,,False,[South Side],False
36,ugAF3Hc9NPGl3SVx5ddG5g,21,4.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"502 E Ohio St
North Side
Pittsburgh, PA 15212",40.4536756,-80.0004646,Arnold's Tea,,,,,,,,,,,False,[North Side],True
37,wluhsOjt03CgORropJKQoA,6,2.5,"[Fast Food, Sandwiches, Restaurants]",Pittsburgh,PA,"401 Wood St
Downtown
Pittsburgh, PA 15222",40.439597,-80.00141,Subway,,,,,,,,,,,False,[Downtown],True
38,zeMmyM8fGFM-0GL2ZOl5Og,3,2.5,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA,"152 Forest Hills Plz
Pittsburgh, PA 15221",40.434151,-79.862572,City Nails,,,,,,,,,,,,[],True
39,znLLBvvY8Kv-8ZDESiPZzQ,10,5.0,"[Pet Groomers, Pet Services, Pets]",Pittsburgh,PA,"155 S 18th St
South Side
Pittsburgh, PA 15203",40.4259393,-79.9806048,Diamond In the Ruff,,,,,,,,,,,,[South Side],True
40,30T84H-0b9-Ft0KqbpKmKQ,64,4.0,"[Middle Eastern, Restaurants]",Pittsburgh,PA,"2018 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",40.434190366,-79.9230114,Naya Cuisine,none,True,False,False,False,False,False,False,False,False,False,[Squirrel Hill],True
41,7vXcsbM_q5_QeGbqKaK6bg,6,5.0,"[Shopping, Eyewear & Opticians]",Pittsburgh,PA,"4203 Murray Ave
Greenfield
Pittsburgh, PA 15217",40.4229632,-79.9285232,20/20 Opticians,,,,,,,,,,,,[Greenfield],True
42,GYyf9Fprhvsu4aA34YSCsQ,54,3.5,"[Restaurants, Italian]",Pittsburgh,PA,"5500 Walnut St
Shadyside
Pittsburgh, PA 15232",40.450952,-79.933592,Up Modern Kitchen,full_bar,False,False,False,False,False,False,False,True,False,False,[Shadyside],False
43,I_LlnAQe7jGwO9rfjaDdLg,17,3.5,"[Sandwiches, Restaurants]",Pittsburgh,PA,"7619 1/2 Penn Ave
Point Breeze
Pittsburgh, PA 15221",40.4470389,-79.893966,Peppi's,none,False,False,True,False,False,False,False,False,False,False,[Point Breeze],True
44,NS5m7kg9phWfjP27qmxgYA,61,2.5,"[Steakhouses, Restaurants]",Pittsburgh,PA,"1924 E Carson St
South Side
Pittsburgh, PA 15203",40.4285411,-79.9779834,Pittsburgh Steak Company,full_bar,True,False,False,False,False,False,False,False,False,False,[South Side],True
45,OmAWp8kUqXrW0umGdZgNUg,16,5.0,"[Music & DVDs, Books, Mags, Music & Video, Vinyl Records, Shopping, Newspapers & Magazines]",Pittsburgh,PA,"4526 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",40.462501,-79.9511556,Sound Cat Records,,,,,,,,,,,,[Bloomfield],True
46,PfAjfYv2AA50NxwhLrJG8A,5,3.5,"[Active Life, Bowling]",Pittsburgh,PA,"540 Weyman Rd
Pittsburgh, PA 15236",40.3593906,-80.0006895,Princess Bowling Lanes,,,,,,,,,,,,[],True
47,QqsxU3md6sb7Etb5ovrnrQ,9,4.5,"[Veterinarians, Pets]",Verona,PA,"110 Sandy Creek Rd.
Verona, PA 15147",40.4829193452,-79.8519909382,Pittsburgh Spay and Vaccination Clinic,,,,,,,,,,,,[],True
48,Y9krCILoQVmT6v8X6gLltg,16,4.5,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA,"801 E Carson St
South Side
Pittsburgh, PA 15203",40.428858,-79.990906,Brewski's,full_bar,False,False,True,False,False,False,False,False,False,,[South Side],True
49,dWEXG9aimhOXkbP4yw4UMg,51,4.0,"[Turkish, Mediterranean, Restaurants]",Pittsburgh,PA,"124 6th St
Downtown
Pittsburgh, PA 15222",40.4439011587,-80.0026876337,Alihan's Mediterranean Cuisine,none,True,False,False,False,False,False,False,False,False,True,[Downtown],True
50,drJpzE3cxE0MQUq7gkzRvg,58,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA,"210 Oakland Ave
Oakland
Pittsburgh, PA 15213",40.4412223454,-79.9567410311,Uncle Sam's Submarines,none,False,False,True,False,False,False,False,False,False,False,[Oakland],True
51,fvr6xpaFsma6FmHMueFY8Q,8,3.0,"[Bars, American (Traditional), American (New), Nightlife, Restaurants]",Pittsburgh,PA,"230 W Station Square Dr
South Side
Pittsburgh, PA 15219",40.433899,-80.00531,Hard Rock Cafe,,,,,,,,,,,False,[South Side],True
52,ljKPmpxxTJSEArW2T-ikFA,8,4.0,"[Pet Services, Pet Groomers, Pet Boarding/Pet Sitting, Pets]",Pittsburgh,PA,"7315 Butler St
Morningside
Pittsburgh, PA 15206",40.4881312,-79.920688,Animal Elegance,,,,,,,,,,,,[Morningside],True
53,m0FLMyymdBRHin2xaTqkLw,18,2.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"CONSOL Energy Center
1027 5th Ave
The Hill District
Pittsburgh, PA 15219",40.438782,-79.990515,TGI Friday's,full_bar,True,False,False,False,False,False,False,False,False,False,[The Hill District],True
54,s5ZdjjFX3CS2uS6_oVH7CQ,190,3.5,"[Mexican, Tex-Mex, Restaurants]",Pittsburgh,PA,"370 Atwood St
Oakland
Pittsburgh, PA 15213",40.438019,-79.954209,Mad Mex - Oakland,full_bar,False,False,False,False,False,False,False,True,False,True,[Oakland],True
55,106U0pNBlmR5uekLzOTdBg,4,3.0,"[Local Services, Dry Cleaning & Laundry, Sewing & Alterations]",Pittsburgh,PA,"293 Beverly Rd
Pittsburgh, PA 15216",40.3886283,-80.0492732,Suburban Dry Cleaners,,,,,,,,,,,,[],True
56,5h21ieNh9EasiD3WtJUUqw,4,3.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"7331 Butler St
Morningside
Pittsburgh, PA 15206",40.4880387,-79.9199836,Allegheny Ice Cream,,,,,,,,,,,,[Morningside],True
57,KPs8regMBN7huQc4ouC4rg,12,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"675 Washington Rd
Pittsburgh, PA 15228",40.3812488,-80.0442439,Aldo Coffee Co,,,,,,,,,,,,[],False
58,Q9V54MxoopwWu8Nwpuq9AA,26,3.5,"[Turkish, Pizza, Restaurants]",Pittsburgh,PA,"616 Lincoln Ave
Bellevue
Pittsburgh, PA 15202",40.4971912,-80.0588477,Ephesus Pizza,none,False,False,False,False,False,False,False,False,False,True,[Bellevue],True
59,VbspQ858e9Qz7SwAJzc2mA,12,4.5,"[Food, Specialty Food, Candy Stores]",Pittsburgh,PA,"2124 Penn Ave
Strip District
Pittsburgh, PA 15222",40.4520089,-79.982244,Grandpa Joes Candy Shop,,,,,,,,,,,,[Strip District],True
60,XBoZ37qBlvgZyfpIO0yEzQ,21,4.0,"[Food, Grocery]",Pittsburgh,PA,"2628 E Carson St
South Side
Pittsburgh, PA 15203",40.426888,-79.967468,Aldi,,,,,,,,,,,,[South Side],True
61,bockWFDA3mzjuujY7tOcaw,11,3.0,"[Shopping, Photography Stores & Services]",Pittsburgh,PA,"525 E Ohio St
North Side
Pittsburgh, PA 15212",40.453428,-79.9997093,Bernie's Photo Center,,,,,,,,,,,,[North Side],True
62,f0yYGHKjedEz8Uv2sQK9kQ,6,3.5,"[Vitamins & Supplements, Shopping]",Pittsburgh,PA,"550 Wood St
Downtown
Pittsburgh, PA 15222",40.4416426,-79.999706,GNC,,,,,,,,,,,,[Downtown],True
63,iBlNvl-AHwCiUGcTx3DBfQ,5,5.0,"[Active Life, Gyms, Fitness & Instruction]",Pittsburgh,PA,"2713 Sarah St
South Side
Pittsburgh, PA 15203",40.42611,-79.96681,Crossfit Athletics,,,,,,,,,,,,[South Side],False
64,kgyLeo8pRbiAUYZ6Gh8JtA,5,3.5,"[Health & Medical, Chiropractors]",Pittsburgh,PA,"2419 Baldwick Rd
West End
Pittsburgh, PA 15205",40.426592,-80.0577969,Winer Wellness Center,,,,,,,,,,,,[West End],True
65,rNMEy4XYJfRE2-d9Qr7n5g,31,4.5,"[Mediterranean, Restaurants]",Pittsburgh,PA,"408 Smithfield St
Downtown
Pittsburgh, PA 15219",40.4389554,-79.9993319,Madonna's Mediterranean Cuisine,none,True,False,False,False,False,False,False,False,False,False,[Downtown],True
66,twXhRWSJR4WmzrEMqM8rEQ,6,4.5,"[Food, Breweries]",Pittsburgh,PA,"2401 Penn Ave
Strip District
Pittsburgh, PA 15222",40.453845,-79.980478,Red Star Kombucha,,,,,,,,,,,,[Strip District],True
67,vZ9_qKyK3B3cO7lxTmif_Q,11,3.0,"[Health & Medical, Urgent Care]",Pittsburgh,PA,"1984 Greentree Rd
Pittsburgh, PA 15220",40.393048,-80.0664665,MedExpress Urgent Care,,,,,,,,,,,,[],True
68,vkRpoXtEaL4UEERUWMp7YQ,3,4.5,"[Breakfast & Brunch, Vegetarian, Restaurants]",Pittsburgh,PA,"1806 Chislett St
Morningside
Pittsburgh, PA 15206",40.4855169,-79.9255017,Morning Glory Coffeehouse,none,,,,,,,,,,False,[Morningside],False
69,0b6OAFt85maz05EuvYd_WQ,19,3.5,"[Museums, Arts & Entertainment, Art Galleries, Shopping]",Pittsburgh,PA,"945 Liberty Ave
Downtown
Pittsburgh, PA 15222",40.4435879,-79.9965296,ToonSeum,,,,,,,,,,,,[Downtown],True
70,5Bx-z-7KxB0g6nOuO9gOwg,6,4.0,"[Local Services, Dry Cleaning & Laundry]",Pittsburgh,PA,"7620 Frankstown Ave
Homewood
Pittsburgh, PA 15208",40.455514,-79.889315,Strong II Dry Cleaners,,,,,,,,,,,,[Homewood],True
71,AD5dYhKTUh2BdFXAd-IYPQ,11,3.5,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA,"17th & Smallman St
Strip District
Pittsburgh, PA 15222",40.4503391,-79.9867761,Terror Town,,,,,,,,,,,,[Strip District],True
72,Ak4s2gS-jx8iW33jY4u3jA,64,4.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"2000 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",40.434156,-79.923207,Té Café,,,,,,,,,,,,[Squirrel Hill],True
73,DN9rQhcXvw4iGyBUgqQVvg,8,2.5,"[Local Services, Engraving, Shopping, Jewelry]",Pittsburgh,PA,"1837 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4362887,-79.9226996,William Penn Jewelers & Engravers,,,,,,,,,,,,[Squirrel Hill],True
74,DeS-atRfeSwiSHhJSMdWUA,20,5.0,"[Yelp Events, Local Flavor]",Pittsburgh,PA,"2016 Smallman St
Strip District
Pittsburgh, PA 15222",40.451967,-79.9843563,Yelp's Sneak Peek @ Smallman Galley,,,,,,,,,,,,[Strip District],True
75,DhDNNHZtaBxYNSqJz64ixg,27,4.5,"[Restaurants, Italian]",Pittsburgh,PA,"4 Market Sq
Downtown
Pittsburgh, PA 15222",40.4400655,-80.0025144,La Gondola Pizzeria & Restaurant,none,True,False,False,False,False,False,False,False,False,True,[Downtown],True
76,FUVs0krBUtSylmRKO_J7ZQ,7,4.0,"[Seafood, Restaurants, Pizza, Italian]",Pittsburgh,PA,"300 Mt Lebanon Blvd
Pittsburgh, PA 15234",40.368716,-80.034629,Piacquadio's Restaurant & Lounge,full_bar,True,False,False,False,False,False,False,False,False,False,[],True
77,IioXbak-RBW3oleEJeOw3g,3,5.0,"[Barbers, Nail Salons, Beauty & Spas]",Pittsburgh,PA,"437 Grant St
Ste 100
Downtown
Pittsburgh, PA 15219",40.4392353,-79.9972715,Hair Plus Jos V Moschella,,,,,,,,,,,,[Downtown],True
78,KLiHYcLVvtGQY98Xv2kAeA,4,4.5,"[Sandwiches, Restaurants]",Pittsburgh,PA,"3536 Saw Mill Run Blvd
Pittsburgh, PA 15227",40.3705043,-79.9823983,Boardwalk Sandwich Shop,none,False,False,False,False,False,False,False,False,False,False,[],True
79,Nkryj8KlbP6O2_FI-EjNsg,36,3.5,"[Arts & Entertainment, Performing Arts]",Etna,PA,"118 Locust St
Etna
Etna, PA 15223",40.499285,-79.944321,The Scarehouse,,,,,,,,,,,,[Etna],True
80,SH_SFnXxaCgn1_LMT2tzJg,4,1.5,"[Auto Repair, Automotive, Towing]",Pittsburgh,PA,"1315 Main St
Sharpsburg
Pittsburgh, PA 15215",40.4943000835,-79.9291736347,Ferra's Automotive Services,,,,,,,,,,,,[Sharpsburg],True
81,a9-qixaIQftb4HNZz4ocIw,30,3.5,"[Steakhouses, Seafood, Restaurants, Italian]",Pittsburgh,PA,"46 Fox Chapel Rd
Pittsburgh, PA 15238",40.4883350846,-79.8828375589,Donatos Fox Chapel,full_bar,False,True,False,False,False,False,False,False,False,False,[],True
82,rM2u39FtdD7WZPaTgmRS9Q,15,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"114 Grant Ave
Millvale
Pittsburgh, PA 15209",40.4782692,-79.9697234,Grant Bar,full_bar,True,False,False,False,False,False,False,False,False,False,[Millvale],True
83,rmMssDMCWopIaLWq7ZCm2Q,13,3.5,"[American (New), Sandwiches, Moroccan, Restaurants]",Pittsburgh,PA,"338 S Bouquet St
Oakland
Pittsburgh, PA 15213",40.4400241,-79.9532523,Beta Bites,none,False,False,False,False,False,False,False,False,False,True,[Oakland],True
84,xu7PDGbHRp7f3cLYGhHrAg,8,3.5,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",Pittsburgh,PA,"777 Casino Dr
North Side
Pittsburgh, PA 15212",40.447203,-80.022159,Wheelhouse Bar & Grill,full_bar,False,False,False,False,False,False,False,False,False,False,[North Side],True
85,24GmG-gusr5Jugnf_iX1KA,3,3.5,"[Home Services, Home Inspectors]",Pittsburgh,PA,"430 Fernhill Ave
Brookline
Pittsburgh, PA 15226",40.400763,-80.013526,Enviro Tech USA,,,,,,,,,,,,[Brookline],True
86,4LcFKTr6Ah87VcxW2z5e6w,4,2.5,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA,"608 Wood St
Downtown
Pittsburgh, PA 15222",40.4422917,-79.9989455,McDonald's,none,False,False,False,False,False,False,False,False,False,False,[Downtown],True
87,EY8LbImik11lOMQYHRaT3g,3,4.5,"[Churches, Religious Organizations]",Pittsburgh,PA,"3235 Parkview Ave
Oakland
Pittsburgh, PA 15213",40.430464,-79.953369,St Regis Parish,,,,,,,,,,,,[Oakland],True
88,FccyNVTfKa2Dj3asXi10NQ,44,4.5,"[American (New), Salad, Restaurants]",Carnegie,PA,"131 E Main St
Carnegie
Carnegie, PA 15106",40.408037,-80.086177,One Thirty One East,full_bar,False,False,False,False,False,False,False,True,False,False,[Carnegie],True
89,Jp6jJT_DHEjKygTVMvQTGg,4,5.0,"[Men's Clothing, Fashion, Shopping]",Pittsburgh,PA,"301 Grant St
Ste 21
Downtown
Pittsburgh, PA 15219",40.4380067,-79.9988746,Kountz & Rider,,,,,,,,,,,,[Downtown],False
90,Klog5rsTfJEf41Kqva3FsA,11,3.0,"[Pubs, Bars, Nightlife]",Pittsburgh,PA,"607 S Braddock Ave
Regent Square
Pittsburgh, PA 15221",40.439409,-79.897199,Ryan's Pub,full_bar,True,False,False,False,False,False,False,False,False,,[Regent Square],True
91,NQvXdC5BtO9hwhOO7ND0Sw,8,4.0,"[Beauty & Spas, Nail Salons]",Bellevue,PA,"558 Lincoln Ave
Bellevue
Bellevue, PA 15202",40.4964181,-80.0574793,Dojo Nails,,,,,,,,,,,,[Bellevue],True
92,PXayh8IaeF-5xqMuCIu65g,10,3.5,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA,"5878 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4378199,-79.9199427,Nail Club II,,,,,,,,,,,,[Squirrel Hill],True
93,Zx7SyXciooARkpFkkMf3Ug,3,4.0,"[Active Life, Gyms, Trainers, Fitness & Instruction]",Pittsburgh,PA,"1960 Greentree Rd
Pittsburgh, PA 15220",40.3938064,-80.0659731,Fitness 19,,,,,,,,,,,,[],True
94,cKQn19-p4FtLIR4IaP6xuw,55,3.0,"[Asian Fusion, Chinese, Restaurants]",Pittsburgh,PA,"2138 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4326061,-79.9233686,New Dumpling House,full_bar,True,False,False,False,False,False,False,False,False,True,[Squirrel Hill],True
95,dcOWcuBeAeHf4uimuozmtw,4,2.5,"[Indian, Restaurants]",Pittsburgh,PA,"346 Atwood St
Oakland
Pittsburgh, PA 15213",40.4385518,-79.9547418,Bombay Curry House,,False,False,False,False,False,False,False,False,False,,[Oakland],True
96,kFXds2J2oXyP8dRKmPOVAg,3,4.0,"[Local Services, Shipping Centers, Printing Services, Signmaking, Professional Services]",Pittsburgh,PA,"6308 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217",40.437713,-79.918888,FedEx Office Print & Ship Center,,,,,,,,,,,,[Squirrel Hill],True
97,tv8cS4aaA1VDaInYgggb6g,40,3.0,"[Nightlife, Comedy Clubs]",Homestead,PA,"166 E Bridge St
Homestead
Homestead, PA 15120",40.4089836,-79.9148477,Improv Comedy Club,full_bar,True,False,False,False,False,False,False,False,False,,[Homestead],True
98,4NhJV3Hw3OoTKbnjmIQ9UA,6,4.5,"[Automotive, Body Shops]",Pittsburgh,PA,"4301 Main St
Bloomfield
Pittsburgh, PA 15224",40.4639651,-79.9528929,B & M Automotive Services,,,,,,,,,,,,[Bloomfield],True
