,business_id,after_Jan2010_count,after_Jan2014_count,after_Jun2014_count,after_Jan2015_count,ratings_avg_x,users_sum_x,review_count,stars,categories,city,state,full_address,latitude,longitude,name,attributes[Alcohol],attributes[Ambience][casual],attributes[Ambience][classy],attributes[Ambience][divey],attributes[Ambience][hipster],attributes[Ambience][intimate],attributes[Ambience][romantic],attributes[Ambience][touristy],attributes[Ambience][trendy],attributes[Ambience][upscale],attributes[Delivery],neighborhoods,open,users_sum_y,ratings_avg_y
10,0FgwBx7pgmNdUtsd_T8UYQ,53,21,13,7,4.079226428,92.73,64,4.0,"[Steakhouses, Restaurants]",Pittsburgh,PA,"6 PPG Pl
Downtown
Pittsburgh, PA 15222",40.4394267,-80.0038037,Ruths Chris Steak House,full_bar,False,False,False,False,False,False,False,False,True,False,[Downtown],True,207.7816667,3.384634512
11,0FmWly56nUTg60-b5k0gTQ,140,54,39,24,3.938123036,208.99,146,4.0,"[Breakfast & Brunch, American (New), Restaurants]",Pittsburgh,PA,"221 Forbes Ave
Downtown
Pittsburgh, PA 15222",40.4404781,-80.0017838,Bluebird Kitchen,none,True,False,False,False,False,False,False,False,False,True,[Downtown],True,753.435,4.065816339
12,0GdTpvzrpDWDPiHP3G6Fuw,30,12,10,3,3.85753439,63.85166667,38,4.0,"[Food, Coffee & Tea]",Pittsburgh,PA,"7227 Reynolds St
Point Breeze
Pittsburgh, PA 15208",40.446587,-79.902277,The Café at the Frick,,,,,,,,,,,,[Point Breeze],True,19.10166667,2.244132275
13,0H8Xo8XtA6GkSI2hAF0LKw,44,16,10,3,3.593735666,50.87,49,3.5,"[Restaurants, Italian]",Pittsburgh,PA,"3887 Bigelow Blvd
Oakland
Pittsburgh, PA 15213",40.454755,-79.954216,Zarra's A Taste of Southern Italy,full_bar,True,False,False,False,False,False,False,False,False,False,[Oakland],True,2.46,4.0
14,0IKwgLg_UApkFzMCAaJ1Lw,43,14,12,4,3.776188002,83.40333333,71,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA,"5808 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4378475933,-79.9228814523,Uncle Sam's Submarines,none,False,False,True,False,False,False,False,False,False,False,[Squirrel Hill],True,208.99,3.938123036
15,0Ir2L-nWFFQP3jB7fnWTuw,57,37,37,27,3.108520145,86.91166667,62,3.0,"[Burgers, Restaurants]",Pittsburgh,PA,"The Galleria
1500 Washington Rd
Pittsburgh, PA 15228",40.357213,-80.0520951,BRGR,full_bar,True,False,False,False,False,False,False,False,False,False,[],True,271.41,4.078829078
16,0JGXnhfU1IpJrs3D8qtQcA,7,2,2,0,4.063125481,12.99,8,4.5,"[Active Life, Gyms, Fitness & Instruction]",Pittsburgh,PA,"236 Fifth Ave
Downtown
Pittsburgh, PA 15222",40.4409475,-80.0010569,PNC YMCA,,,,,,,,,,,,[Downtown],True,58.71666667,3.02821459
17,0Lsd35rHY6UtPFHjjxJ1LA,1,0,0,0,2.881363636,7.333333333,7,2.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"24 Market Sq
Downtown
Pittsburgh, PA 15222",40.441207,-80.0031108,1902 Tavern,full_bar,,,,,,,,,,False,[Downtown],False,43.625,2.80095511
18,0MMksZmyQKBcb0PNi4LdTg,7,1,1,0,4.846886378,17.85166667,8,5.0,"[Hotels & Travel, Tours]",Pittsburgh,PA,"237 Cedarville St
Bloomfield
Pittsburgh, PA 15224",40.4618664,-79.9485971,"Brewery, Bits and Bites Tour",,,,,,,,,,,,[Bloomfield],True,753.435,4.065816339
19,0MmjeVacAd-Moe8CesiB_Q,11,0,0,0,3.658279963,29.14666667,15,4.0,"[Bars, American (New), Nightlife, Restaurants]",Pittsburgh,PA,"1 Station Sq
South Side
Pittsburgh, PA 15219",40.4309939,-80.0016432,Gandy Dancer Saloon,full_bar,False,False,False,False,False,False,False,False,False,False,[South Side],False,197.6683333,3.953980152
20,0MoMka1ixKRuyFhTtDVT0A,4,1,1,0,4.805621725,3.498333333,4,5.0,"[Local Services, Shoe Repair]",Pittsburgh,PA,"701 Washington Rd
Pittsburgh, PA 15228",40.3804062,-80.0442629,Mt Lebanon Shoe Repair,,,,,,,,,,,,[],True,92.73,4.079226428
21,0NcAGBrIXSde76VNgtSj6g,9,1,1,0,3.785252756,13.155,9,4.0,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA,"1311 E Carson St
South Side
Pittsburgh, PA 15203",40.428995,-79.984827,1311,full_bar,False,False,False,False,False,False,False,False,False,,[South Side],True,68.815,3.150233718
22,0O5yuql5sNG1L_bpHb553g,10,6,4,1,2.244132275,19.10166667,12,2.5,"[Pizza, Restaurants]",Pittsburgh,PA,"618 Brookline Blvd
Brookline
Pittsburgh, PA 15226",40.394962,-80.022204,Vinny's Pizza,none,,,,,,,,,,True,[Brookline],True,753.435,4.065816339
23,0ORPehdGZci1Z_BTKe_5VA,27,16,16,7,3.224486323,39.17833333,32,3.0,"[Bars, Restaurants, Nightlife, Italian]",Pittsburgh,PA,"942 Penn Ave
3rd Floor
Downtown
Pittsburgh, PA 15222",40.4439496,-79.9964366,Il Tetto:  A Rooftop Beer Garden,full_bar,False,False,False,False,False,False,False,False,False,False,[Downtown],True,23.39333333,4.136363636
24,0OXrM5rp0dT8DcxqQJMBXw,26,0,0,0,4.350718858,31.76333333,29,4.0,"[Bars, Nightlife]",Pittsburgh,PA,"2216 Penn Ave
1st Floor
Strip District
Pittsburgh, PA 15222",40.4524945,-79.9815516,Embury,full_bar,False,False,False,False,False,False,False,False,,False,[Strip District],False,207.7816667,3.384634512
25,0Ov1O2Gd0dwjkSaj5NJbhg,6,2,1,0,4.573275214,11.08833333,6,4.5,"[Arts & Entertainment, Cinema]",Pittsburgh,PA,"Carnegie Science Center
1 Allegheny Ave
North Side
Pittsburgh, PA 15212",40.4456730867,-80.0175065054,Rangos Omnimax Theater,,,,,,,,,,,,[North Side],True,271.41,4.078829078
26,0QkkNagJaWllynycTF-fRQ,150,52,38,12,2.724680757,227.1,159,2.5,"[Mexican, Restaurants]",Pittsburgh,PA,"5505 Walnut St
Shadyside
Pittsburgh, PA 15232",40.4513619074,-79.93359755,Steel Cactus,full_bar,True,False,False,False,False,False,False,False,False,False,[Shadyside],True,92.73,4.079226428
27,0RouCAPnQtD7W7zAl3mDqg,10,4,3,3,3.509720247,10.545,10,3.5,"[Hair Salons, Nail Salons, Tanning, Beauty & Spas]",Carnegie,PA,"501 W Main St
Carnegie
Carnegie, PA 15106",40.402817,-80.0932739,Antinas Salon & Boutique,,,,,,,,,,,,[Carnegie],True,136.5333333,3.817626953
28,0TvxDhCKPQ-_dDyffEnJQQ,9,3,2,0,4.230769231,8.97,13,4.5,"[Veterinarians, Pets]",Pittsburgh,PA,"6742 Reynolds St
Point Breeze
Pittsburgh, PA 15206",40.4502135,-79.9143225,Point Breeze Veterinary Clinic,,,,,,,,,,,,[Point Breeze],True,208.99,3.938123036
29,0V7lC5Xr9dVFbjXpXFbeow,132,42,27,8,3.384634512,207.7816667,150,3.5,"[Brasseries, Gluten-Free, French, Restaurants]",Pittsburgh,PA,"6018 Centre Ave
Shadyside
Pittsburgh, PA 15206",40.459956,-79.92427,Paris 66,full_bar,False,False,False,False,True,False,False,False,False,False,[Shadyside],True,29.14666667,3.658279963
30,0WZ4-uFX5olbCYGSOO6C6Q,8,4,3,1,2.454770961,10.07833333,10,2.5,"[Food, Donuts, Coffee & Tea]",Pittsburgh,PA,"2961 W Liberty Ave
Dormont
Pittsburgh, PA 15216",40.394049,-80.0356606,Dunkin' Donuts,,,,,,,,,,,,[Dormont],True,86.91166667,3.108520145
31,0_BIIfLeB9DEG8Tss6bZQQ,4,0,0,0,2.762711864,3.245,4,3.0,"[Restaurants, Pizza, Italian]",Pittsburgh,PA,"1900 Monongahela Ave
Pittsburgh, PA 15218",40.4217977,-79.8904336,Maldini's Taste of Italy,none,False,False,False,False,False,False,False,False,False,True,[],True,86.91166667,3.108520145
32,0ayh3LxJwSbJEOlBCx9APA,225,85,63,29,3.781153196,314.7483333,251,3.5,"[Tapas Bars, American (New), Restaurants]",Pittsburgh,PA,"947 Penn Ave
Downtown
Pittsburgh, PA 15289",40.4444445,-79.996451,Sonoma Grille,full_bar,False,False,False,False,False,False,False,True,False,False,[Downtown],True,271.41,4.078829078
33,0b6OAFt85maz05EuvYd_WQ,17,3,3,1,3.837631799,43.94333333,19,3.5,"[Museums, Arts & Entertainment, Art Galleries, Shopping]",Pittsburgh,PA,"945 Liberty Ave
Downtown
Pittsburgh, PA 15222",40.4435879,-79.9965296,ToonSeum,,,,,,,,,,,,[Downtown],True,753.435,4.065816339
34,0bDp9GJBQ4K4ZTzvewLoVA,17,6,6,3,3.790807816,55.95333333,16,3.5,"[Food, Specialty Food, Meat Shops]",Pittsburgh,PA,"2123 Penn Ave
Strip District
Pittsburgh, PA 15222",40.4522723,-79.9826658,Strip District Meats,,,,,,,,,,,,[Strip District],True,66.38333333,3.180416771
35,0dAVMBoh0nK56--4dGAaDA,4,4,4,0,2.722222222,5.43,4,3.0,"[Indian, Restaurants]",Pittsburgh,PA,"111 Smithfield St
Downtown
Pittsburgh, PA 15222",40.43766,-80.000574,Curry Leaf Indian Bistro,none,False,False,False,False,False,False,False,False,False,,[Downtown],False,92.73,4.079226428
36,0fEjkWWbjHWuS6JX0Uampg,5,0,0,0,4.686118479,7.54,5,4.5,"[Tobacco Shops, Shopping]",Pittsburgh,PA,"2210 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4319879,-79.9233424,The Continental Smoke Shop,,,,,,,,,,,,[Squirrel Hill],True,85.3,4.366803439
37,0h2My97xjAjc1pNrMM266Q,25,14,14,10,4.765432623,39.25666667,30,5.0,"[Bakeries, Food]",Pittsburgh,PA,"6520 Wilkins Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4442936,-79.9169098,Five Points Artisan Bakeshop,,,,,,,,,,,False,[Squirrel Hill],True,207.7816667,3.384634512
38,0hUgrYgiLPd8e8TuHfoqMg,4,2,1,0,5.0,3.45,4,5.0,"[Active Life, Martial Arts, Boot Camps, Trainers, Fitness & Instruction]",Pittsburgh,PA,"91 Westwood St
Mt. Washington
Pittsburgh, PA 15211",40.423196,-80.0056696,Inspired Vitality Personal Training,,,,,,,,,,,,[Mt. Washington],True,17.85166667,4.846886378
39,0hrB2iwQZ52VZcZWYywXrA,11,5,5,2,4.166521966,9.598333333,10,4.5,"[Automotive, Body Shops]",Homestead,PA,"101 E 7th Ave
Homestead
Homestead, PA 15120",40.40682,-79.912788,Joe Dilorio's Auto Body Shop,,,,,,,,,,,,[Homestead],True,136.5333333,3.817626953
40,0iLGx8ilwfncucnYAknzzw,14,13,8,4,4.013578972,20.98833333,16,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA,"632 Washington Rd
Pittsburgh, PA 15228",40.3819604,-80.0443604,Lebo Subs,none,True,False,False,False,False,False,False,False,False,False,[],True,350.2116667,3.346133529
41,0jTHxV1CgPb4zc0ZbrdM6w,7,1,0,0,3.711448099,7.803333333,7,3.5,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,"731 Filbert St
Shadyside
Pittsburgh, PA 15232",40.4517102,-79.9330766,Izzi Coiffure,,,,,,,,,,,,[Shadyside],True,31.46,2.403687222
42,0k7Jno-a9OoYitWZ-KFzhw,7,7,5,0,2.7,15.08333333,7,2.5,"[American (New), Restaurants]",Pittsburgh,PA,"4744 Liberty Ave
Bloomfield
Pittsburgh, PA 15222",40.4612318,-79.9484943,Poppy's Bistro and Pub,full_bar,False,False,False,False,False,False,False,False,False,False,[Bloomfield],True,39.17833333,3.224486323
43,0m9YFolf72Ooh_exnswlSA,3,2,1,1,1.788607361,9.011666667,3,1.5,"[Local Services, Shipping Centers, Post Offices, Public Services & Government]",Pittsburgh,PA,"1025 Hay St Ste A
Ste A
Pittsburgh, PA 15221",40.4447263,-79.8857764,US Post Office,,,,,,,,,,,,[],True,10.485,3.887458274
44,0mVPgHWdGaZDJGa0SH6HVQ,3,2,2,1,3.301278488,2.998333333,3,3.5,"[Doctors, Health & Medical, Obstetricians & Gynecologists]",Pittsburgh,PA,"300 Halket St
Ste 5730
Oakland
Pittsburgh, PA 15213",40.44432,-79.95492,Western PA Women's Healthcare Associates,,,,,,,,,,,,[Oakland],True,753.435,4.065816339
45,0mYlBBYkKTk4prNj7tsBlQ,3,1,1,1,3.0,6.08,3,3.0,"[Cafes, Restaurants]",Pittsburgh,PA,"120 5th Ave
Ste 210
Downtown
Pittsburgh, PA 15222",40.4418329,-80.0038794,Au Bon Pain Co,,,,,,,,,,,,[Downtown],True,753.435,4.065816339
46,0o1gpZAXTgK52hisWAUDBA,4,0,0,0,4.664964249,3.263333333,4,5.0,"[Fashion, Shopping, Shoe Stores]",Pittsburgh,PA,"5533 Walnut St
Shadyside
Pittsburgh, PA 15232",40.451773,-79.9325889,Bondstreet Shoes,,,,,,,,,,,,[Shadyside],True,39.27,4.102156014
47,0oprgnINAi-vSm6Qx6XclQ,4,4,4,2,4.737532808,3.81,4,5.0,"[Shopping, Toy Stores]",Munhall,PA,"3905 Main St
Munhall, PA 15120",40.3825098,-79.9047399,Too Groovy Pop Culture Toys,,,,,,,,,,,,[],True,197.6683333,3.953980152
48,0qOcbknxi72ZcF-z4VOtDQ,7,1,1,0,4.019599666,11.99,11,4.0,"[Food, Specialty Food, Grocery]",Pittsburgh,PA,"5414 Walnut St
Shadyside
Pittsburgh, PA 15232",40.4506793,-79.9349258,Shadyside Market & Deli,,,,,,,,,,,,[Shadyside],True,271.41,4.078829078
49,0rGKsDpXf8H2fLaDEwWa4Q,4,2,1,0,3.069938176,4.313333333,4,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"120 5th Ave
Ste 5
Downtown
Pittsburgh, PA 15222",40.441888,-80.003443,Fresh Corner,,,,,,,,,,,,[Downtown],True,314.7483333,3.781153196
50,0sGhloiZf62hF_OTaahS1A,10,4,1,0,4.220405797,14.375,10,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA,"1233 Penn Ave
Strip District
Pittsburgh, PA 15222",40.446426,-79.991771,Two Louie's Market,none,False,False,False,False,False,False,False,False,False,False,[Strip District],True,100.775,3.641511618
51,0sSHuXYIuJ5iy8eSCAq4gg,2,0,0,0,4.470692718,2.815,3,4.5,"[Active Life, Tennis]",Pittsburgh,PA,"6032 Stevenson Pl
Shadyside
Pittsburgh, PA 15206",40.459676,-79.923615,Pittsburgh Indoor Tennis Club,,,,,,,,,,,,[Shadyside],False,133.095,3.177304432
52,0sjCmXrP8WtfUujjeL6TRg,10,2,2,2,4.778175771,13.02833333,13,4.5,"[Comic Books, Shopping, Books, Mags, Music & Video]",Pittsburgh,PA,"411 S Craig St
Ste 2
Oakland
Pittsburgh, PA 15213",40.4448686,-79.9484537,Phantom of the Attic,,,,,,,,,,,,[Oakland],True,350.2116667,3.346133529
53,0vvN8OpWZnzYZkDWMs3f8w,4,2,2,0,3.43633218,4.816666667,4,3.5,"[Musical Instruments & Teachers, Shopping]",Mount Lebanon,PA,"719 Washington Rd
Mount Lebanon, PA 15228",40.3795262,-80.0447946,Empire Music,,,,,,,,,,,,[],True,350.2116667,3.346133529
54,0zO219KZJf-5QsRNRMmELQ,1,1,1,1,1.0,1.0,3,2.0,[],Pittsburgh,PA,"3116 Banksville Rd
Banksville
Pittsburgh, PA 15216",40.4003873,-80.0440153,Pennzoil 10 Minute Oil Change Center,,,,,,,,,,,,[Banksville],True,350.2116667,3.346133529
55,1-gH8mTUpl_nQhTQmOgS4Q,2,0,0,0,4.0,4.233333333,4,3.0,"[Food, Automotive, Convenience Stores, Gas & Service Stations]",Pittsburgh,PA,"1636 Cochran Rd
Pittsburgh, PA 15220",40.3905416,-80.0588143,Get Go Fuel Station,,,,,,,,,,,,[],True,94.96833333,2.932117723
56,106U0pNBlmR5uekLzOTdBg,3,2,2,2,3.666666667,3.0,4,3.0,"[Local Services, Dry Cleaning & Laundry, Sewing & Alterations]",Pittsburgh,PA,"293 Beverly Rd
Pittsburgh, PA 15216",40.3886283,-80.0492732,Suburban Dry Cleaners,,,,,,,,,,,,[],True,197.6683333,3.953980152
57,10h1-hmX5q3XT4XnRBJhMg,3,0,0,0,1.0,11.15333333,3,1.0,"[Tires, Automotive, Gas & Service Stations]",Pittsburgh,PA,"1006 E Carson St
South Side
Pittsburgh, PA 15203",40.428491,-79.9882219,Bp Oil Company,,,,,,,,,,,,[South Side],True,207.7816667,3.384634512
58,14JrDlEb7SMK_ZHrS80lFA,104,63,40,15,4.395189966,178.585,121,4.5,"[Bakeries, Food, Fish & Chips, Restaurants]",Pittsburgh,PA,"1830 E Carson St
South Side
Pittsburgh, PA 15203",40.428426,-79.979395,The Pub Chip Shop,none,True,False,False,False,False,False,False,False,False,False,[South Side],True,68.815,3.150233718
59,14gY1iJ-KRnERxHj4ONasA,69,20,15,7,3.259620976,111.7783333,80,3.5,"[Pizza, Restaurants]",Pittsburgh,PA,"123 6th St
Downtown
Pittsburgh, PA 15222",40.4434009262,-80.0024984676,Giovanni's Pizza & Pasta,none,False,False,True,False,False,False,False,False,False,True,[Downtown],True,83.40333333,3.776188002
60,15I-8lBqswpncTCGWJNDLQ,10,4,3,1,3.964705882,15.3,10,4.0,"[Food, Coffee & Tea]",Pittsburgh,PA,"730 Copeland St
Shadyside
Pittsburgh, PA 15232",40.4510516,-79.9349491,Starbucks,,,,,,,,,,,,[Shadyside],True,8.97,4.230769231
61,17Zp0inFGLaQsxMBapdh4Q,51,13,8,6,3.618379625,53.465,62,3.5,"[Hair Salons, Beauty & Spas, Nail Salons]",Pittsburgh,PA,"5404 Centre Ave
Shadyside
Pittsburgh, PA 15232",40.4558761,-79.9381788,Dean of Shadyside Salon,,,,,,,,,,,,[Shadyside],True,133.095,3.177304432
62,1832nYQjzdvwzQNlXkU39w,4,2,2,1,1.0,3.53,5,2.0,"[Tires, Automotive, Auto Repair, Oil Change Stations]",Pittsburgh,PA,"3530 Blvd. of the Allies
Oakland
Pittsburgh, PA 15213",40.4344025,-79.9552004,Monro Muffler Brake & Service,,,,,,,,,,,,[Oakland],True,227.1,2.724680757
63,18922Xj4KzD0ChYRMmWldA,40,14,14,14,3.29281768,60.33333333,43,3.5,"[Bakeries, Food, Pizza, Restaurants]",Pittsburgh,PA,"330 Pearl St
Bloomfield
Pittsburgh, PA 15224",40.4612586,-79.9505342,Bread and Salt,none,False,False,False,False,False,False,False,False,False,False,[Bloomfield],True,160.9016667,3.301871744
64,18n0azQi_J7GltjGLenx3g,14,8,7,3,3.499136868,13.51666667,14,3.5,"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Pittsburgh,PA,"5418 Walnut St
Shadyside
Pittsburgh, PA 15232",40.4508176,-79.9348573,Eyetique,,,,,,,,,,,,[Shadyside],True,51.035,2.53505764
65,1CAMCc3ewHXosPqYsYluWg,14,4,4,4,4.582990529,17.42166667,14,4.5,"[Arts & Crafts, Shopping, Event Planning & Services, Party & Event Planning]",Pittsburgh,PA,"3801 Penn Ave
Lawrenceville
Pittsburgh, PA 15201",40.4647605,-79.9614884,Kiln N Time,,,,,,,,,,,,[Lawrenceville],True,31.46,2.403687222
66,1DBHAuTvuSCFykcPa8xFVA,3,1,1,1,5.0,3.333333333,4,5.0,"[Event Planning & Services, Party & Event Planning]",Pittsburgh,PA,"Brookline
Pittsburgh, PA 15226",40.3925459352,-80.0178532202,The Cocktail Chef,,,,,,,,,,,,[Brookline],True,47.99333333,4.196763439
67,1E53rS8afK2jiLod8Jwy7A,16,6,2,0,2.685627017,28.92,22,2.5,"[Chinese, Restaurants]",Pittsburgh,PA,"525 Penn Ave
Downtown
Pittsburgh, PA 15222",40.4428479,-80.0031124,Fu Lai Chinese Restaurant,none,False,False,False,False,False,False,False,False,False,True,[Downtown],True,94.96833333,2.932117723
68,1FbnUyUXZ5p6sgUqx4qJnQ,2,0,0,0,5.0,3.826666667,3,4.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"Brentwood Towne Square
4090 Brownsville Rd
Pittsburgh, PA 15227",40.3665256153,-79.9816504728,TCBY Yogurt,,,,,,,,,,,,[],False,197.6683333,3.953980152
69,1Gu4Ei5MRllLM4y18CB3sg,73,29,21,10,4.122353795,128.6433333,86,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA,"50 21st St
Strip District
Pittsburgh, PA 15222",40.4521386,-79.9838044,Thin Man Sandwich Shop,none,True,False,False,False,False,False,False,False,False,False,[Strip District],True,314.7483333,3.781153196
70,1HejWsAvJ7pg3n6hUCObmA,23,4,4,1,3.365551911,46.74666667,31,3.5,"[Pizza, Restaurants]",Pittsburgh,PA,"623 Greenfield Ave
Greenfield
Pittsburgh, PA 15207",40.4263908,-79.9387555,Rialto Pizza,beer_and_wine,True,False,False,False,False,False,False,False,False,True,[Greenfield],True,79.18166667,4.12646025
71,1IwQhGGOrVNGGQskR_3uLw,2,1,1,0,5.0,2.27,4,5.0,"[Libraries, Public Services & Government]",Pittsburgh,PA,"130 S Whitfield St
East Liberty
Pittsburgh, PA 15206",40.4609626,-79.9265025,Carnegie Library of Pittsburgh - East Liberty,,,,,,,,,,,,[East Liberty],True,83.40333333,3.776188002
72,1JTX_alY8nNAJXn0jM645Q,7,2,2,2,4.03511123,6.218333333,7,4.0,"[Active Life, Yoga, Fitness & Instruction]",Aspinwall,PA,"347 Freeport Rd
Aspinwall
Aspinwall, PA 15215",40.4890536,-79.9015654,Yoga Flow,,,,,,,,,,,,[Aspinwall],True,69.35,3.561451574
73,1JcoUEPkcGQtCEed-OdezQ,103,19,15,9,3.675153512,144.6683333,137,3.5,"[Thai, Tapas Bars, Restaurants]",Pittsburgh,PA,"1712 Murray Ave
Squirrel Hill
Squirrel Hill
Pittsburgh, PA 15217",40.437802,-79.92303,Silk Elephant,full_bar,False,False,False,False,True,False,False,False,False,False,[Squirrel Hill],True,43.625,2.80095511
74,1KHDNcJB-ziCAevpX-tfIQ,4,2,2,1,3.955971897,3.558333333,5,4.0,"[Libraries, Public Services & Government]",Pittsburgh,PA,"3501 Brownsville Rd
Pittsburgh, PA 15227",40.3749316,-79.9749959,Brentwood Library,,,,,,,,,,,,[],True,753.435,4.065816339
75,1Kcg-u0tDxHdyHIyEkMMqA,22,0,0,0,3.359027682,36.065,31,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"4611 Forbes Ave
Oakland
Pittsburgh, PA 15213",40.4446841,-79.9481068,Panther Hollow Inn,full_bar,False,False,True,False,False,False,False,False,False,False,[Oakland],False,100.775,3.641511618
76,1Kuuu75LVwr5-1OQ3Zv71w,55,22,13,8,3.795357065,99.865,68,4.0,"[Pubs, Bars, American (New), Nightlife, Restaurants]",Pittsburgh,PA,"5802 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217",40.4378655,-79.9226711,Squirrel Hill Cafe,full_bar,False,False,True,False,False,False,False,False,False,False,[Squirrel Hill],True,753.435,4.065816339
77,1LPNPA4_WouhQweXI-X6gQ,11,2,2,2,3.29787234,15.66666667,11,3.0,"[Bars, Nightlife]",Pittsburgh,PA,"620 William Penn Pl
Downtown
Pittsburgh, PA 15219",40.4414480387,-79.9963676268,Biergarten at the Hotel Monaco,beer_and_wine,False,False,False,False,False,False,False,True,False,,[Downtown],True,34.36333333,4.970899214
78,1LrNuxTU2e0v3lEW9VLZEA,3,1,0,0,3.550075977,12.065,3,3.5,"[Food, Beer, Wine & Spirits]",Pittsburgh,PA,"PNC Park
115 Federal St
North Side
Pittsburgh, PA 15212",40.4475394019,-80.007220681,Beers of the Burgh at PNC Park,,,,,,,,,,,,[North Side],True,86.91166667,3.108520145
79,1Ma08mOkfr6egCRFixawtQ,3,2,1,1,4.247945205,3.65,3,4.5,"[Restaurants, Pizza, Italian]",Pittsburgh,PA,"268 Freeport Rd Ste 1
Pittsburgh, PA 15238",40.492818,-79.8625859,La Pizza Bella,,,,,,,,,,,,[],True,197.6683333,3.953980152
