,business_id,latitude_x,longitude_x,clusters,review_count,stars,categories,city,state
40,30T84H-0b9-Ft0KqbpKmKQ,40.434190366,-79.9230114,19,64,4.0,"[Middle Eastern, Restaurants]",Pittsburgh,PA
41,7vXcsbM_q5_QeGbqKaK6bg,40.4229632,-79.9285232,24,6,5.0,"[Shopping, Eyewear & Opticians]",Pittsburgh,PA
42,GYyf9Fprhvsu4aA34YSCsQ,40.450952,-79.933592,25,54,3.5,"[Restaurants, Italian]",Pittsburgh,PA
43,I_LlnAQe7jGwO9rfjaDdLg,40.4470389,-79.893966,26,17,3.5,"[Sandwiches, Restaurants]",Pittsburgh,PA
44,NS5m7kg9phWfjP27qmxgYA,40.4285411,-79.9779834,15,61,2.5,"[Steakhouses, Restaurants]",Pittsburgh,PA
45,OmAWp8kUqXrW0umGdZgNUg,40.462501,-79.9511556,3,16,5.0,"[Music & DVDs, Books, Mags, Music & Video, Vinyl Records, Shopping, Newspapers & Magazines]",Pittsburgh,PA
46,PfAjfYv2AA50NxwhLrJG8A,40.3593906,-80.0006895,27,5,3.5,"[Active Life, Bowling]",Pittsburgh,PA
47,QqsxU3md6sb7Etb5ovrnrQ,40.4829193452,-79.8519909382,28,9,4.5,"[Veterinarians, Pets]",Verona,PA
48,Y9krCILoQVmT6v8X6gLltg,40.428858,-79.990906,15,16,4.5,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA
49,dWEXG9aimhOXkbP4yw4UMg,40.4439011587,-80.0026876337,4,51,4.0,"[Turkish, Mediterranean, Restaurants]",Pittsburgh,PA
50,drJpzE3cxE0MQUq7gkzRvg,40.4412223454,-79.9567410311,2,58,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA
51,fvr6xpaFsma6FmHMueFY8Q,40.433899,-80.00531,13,8,3.0,"[Bars, American (Traditional), American (New), Nightlife, Restaurants]",Pittsburgh,PA
52,ljKPmpxxTJSEArW2T-ikFA,40.4881312,-79.920688,29,8,4.0,"[Pet Services, Pet Groomers, Pet Boarding/Pet Sitting, Pets]",Pittsburgh,PA
53,m0FLMyymdBRHin2xaTqkLw,40.438782,-79.990515,4,18,2.5,"[American (Traditional), Restaurants]",Pittsburgh,PA
54,s5ZdjjFX3CS2uS6_oVH7CQ,40.438019,-79.954209,2,190,3.5,"[Mexican, Tex-Mex, Restaurants]",Pittsburgh,PA
55,106U0pNBlmR5uekLzOTdBg,40.3886283,-80.0492732,20,4,3.0,"[Local Services, Dry Cleaning & Laundry, Sewing & Alterations]",Pittsburgh,PA
56,5h21ieNh9EasiD3WtJUUqw,40.4880387,-79.9199836,29,4,3.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA
57,KPs8regMBN7huQc4ouC4rg,40.3812488,-80.0442439,30,12,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA
58,Q9V54MxoopwWu8Nwpuq9AA,40.4971912,-80.0588477,31,26,3.5,"[Turkish, Pizza, Restaurants]",Pittsburgh,PA
59,VbspQ858e9Qz7SwAJzc2mA,40.4520089,-79.982244,32,12,4.5,"[Food, Specialty Food, Candy Stores]",Pittsburgh,PA
60,XBoZ37qBlvgZyfpIO0yEzQ,40.426888,-79.967468,15,21,4.0,"[Food, Grocery]",Pittsburgh,PA
61,bockWFDA3mzjuujY7tOcaw,40.453428,-79.9997093,22,11,3.0,"[Shopping, Photography Stores & Services]",Pittsburgh,PA
62,f0yYGHKjedEz8Uv2sQK9kQ,40.4416426,-79.999706,4,6,3.5,"[Vitamins & Supplements, Shopping]",Pittsburgh,PA
63,iBlNvl-AHwCiUGcTx3DBfQ,40.42611,-79.96681,15,5,5.0,"[Active Life, Gyms, Fitness & Instruction]",Pittsburgh,PA
64,kgyLeo8pRbiAUYZ6Gh8JtA,40.426592,-80.0577969,33,5,3.5,"[Health & Medical, Chiropractors]",Pittsburgh,PA
65,rNMEy4XYJfRE2-d9Qr7n5g,40.4389554,-79.9993319,4,31,4.5,"[Mediterranean, Restaurants]",Pittsburgh,PA
66,twXhRWSJR4WmzrEMqM8rEQ,40.453845,-79.980478,32,6,4.5,"[Food, Breweries]",Pittsburgh,PA
67,vZ9_qKyK3B3cO7lxTmif_Q,40.393048,-80.0664665,34,11,3.0,"[Health & Medical, Urgent Care]",Pittsburgh,PA
68,vkRpoXtEaL4UEERUWMp7YQ,40.4855169,-79.9255017,35,3,4.5,"[Breakfast & Brunch, Vegetarian, Restaurants]",Pittsburgh,PA
69,0b6OAFt85maz05EuvYd_WQ,40.4435879,-79.9965296,4,19,3.5,"[Museums, Arts & Entertainment, Art Galleries, Shopping]",Pittsburgh,PA
70,5Bx-z-7KxB0g6nOuO9gOwg,40.455514,-79.889315,36,6,4.0,"[Local Services, Dry Cleaning & Laundry]",Pittsburgh,PA
71,AD5dYhKTUh2BdFXAd-IYPQ,40.4503391,-79.9867761,32,11,3.5,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA
72,Ak4s2gS-jx8iW33jY4u3jA,40.434156,-79.923207,19,64,4.5,"[Food, Coffee & Tea]",Pittsburgh,PA
73,DN9rQhcXvw4iGyBUgqQVvg,40.4362887,-79.9226996,19,8,2.5,"[Local Services, Engraving, Shopping, Jewelry]",Pittsburgh,PA
74,DeS-atRfeSwiSHhJSMdWUA,40.451967,-79.9843563,32,20,5.0,"[Yelp Events, Local Flavor]",Pittsburgh,PA
75,DhDNNHZtaBxYNSqJz64ixg,40.4400655,-80.0025144,4,27,4.5,"[Restaurants, Italian]",Pittsburgh,PA
76,FUVs0krBUtSylmRKO_J7ZQ,40.368716,-80.034629,12,7,4.0,"[Seafood, Restaurants, Pizza, Italian]",Pittsburgh,PA
77,IioXbak-RBW3oleEJeOw3g,40.4392353,-79.9972715,4,3,5.0,"[Barbers, Nail Salons, Beauty & Spas]",Pittsburgh,PA
78,KLiHYcLVvtGQY98Xv2kAeA,40.3705043,-79.9823983,37,4,4.5,"[Sandwiches, Restaurants]",Pittsburgh,PA
79,Nkryj8KlbP6O2_FI-EjNsg,40.499285,-79.944321,38,36,3.5,"[Arts & Entertainment, Performing Arts]",Etna,PA
80,SH_SFnXxaCgn1_LMT2tzJg,40.4943000835,-79.9291736347,39,4,1.5,"[Auto Repair, Automotive, Towing]",Pittsburgh,PA
81,a9-qixaIQftb4HNZz4ocIw,40.4883350846,-79.8828375589,40,30,3.5,"[Steakhouses, Seafood, Restaurants, Italian]",Pittsburgh,PA
82,rM2u39FtdD7WZPaTgmRS9Q,40.4782692,-79.9697234,41,15,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA
83,rmMssDMCWopIaLWq7ZCm2Q,40.4400241,-79.9532523,2,13,3.5,"[American (New), Sandwiches, Moroccan, Restaurants]",Pittsburgh,PA
84,xu7PDGbHRp7f3cLYGhHrAg,40.447203,-80.022159,42,8,3.5,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",Pittsburgh,PA
85,24GmG-gusr5Jugnf_iX1KA,40.400763,-80.013526,43,3,3.5,"[Home Services, Home Inspectors]",Pittsburgh,PA
86,4LcFKTr6Ah87VcxW2z5e6w,40.4422917,-79.9989455,4,4,2.5,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA
87,EY8LbImik11lOMQYHRaT3g,40.430464,-79.953369,44,3,4.5,"[Churches, Religious Organizations]",Pittsburgh,PA
88,FccyNVTfKa2Dj3asXi10NQ,40.408037,-80.086177,9,44,4.5,"[American (New), Salad, Restaurants]",Carnegie,PA
89,Jp6jJT_DHEjKygTVMvQTGg,40.4380067,-79.9988746,4,4,5.0,"[Men's Clothing, Fashion, Shopping]",Pittsburgh,PA
90,Klog5rsTfJEf41Kqva3FsA,40.439409,-79.897199,45,11,3.0,"[Pubs, Bars, Nightlife]",Pittsburgh,PA
91,NQvXdC5BtO9hwhOO7ND0Sw,40.4964181,-80.0574793,31,8,4.0,"[Beauty & Spas, Nail Salons]",Bellevue,PA
92,PXayh8IaeF-5xqMuCIu65g,40.4378199,-79.9199427,19,10,3.5,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA
93,Zx7SyXciooARkpFkkMf3Ug,40.3938064,-80.0659731,34,3,4.0,"[Active Life, Gyms, Trainers, Fitness & Instruction]",Pittsburgh,PA
94,cKQn19-p4FtLIR4IaP6xuw,40.4326061,-79.9233686,19,55,3.0,"[Asian Fusion, Chinese, Restaurants]",Pittsburgh,PA
95,dcOWcuBeAeHf4uimuozmtw,40.4385518,-79.9547418,2,4,2.5,"[Indian, Restaurants]",Pittsburgh,PA
96,kFXds2J2oXyP8dRKmPOVAg,40.437713,-79.918888,19,3,4.0,"[Local Services, Shipping Centers, Printing Services, Signmaking, Professional Services]",Pittsburgh,PA
97,tv8cS4aaA1VDaInYgggb6g,40.4089836,-79.9148477,46,40,3.0,"[Nightlife, Comedy Clubs]",Homestead,PA
98,4NhJV3Hw3OoTKbnjmIQ9UA,40.4639651,-79.9528929,3,6,4.5,"[Automotive, Body Shops]",Pittsburgh,PA
99,4aFpqIBq-dFz7Fu1sIL6iA,40.4287658,-79.9773699,15,52,3.0,"[Bars, Nightlife, Lounges]",Pittsburgh,PA
100,E5a7jOdolVv-LAHnDAEpew,40.4289717,-79.9825413,15,44,3.5,"[Bars, Music Venues, Arts & Entertainment, Dance Clubs, Nightlife, Lounges]",Pittsburgh,PA
101,EzqtAtYgobZubPJ7AMNFsA,40.4273393,-79.9668182,15,3,2.5,"[Party Supplies, Shopping, Event Planning & Services, Wigs]",Pittsburgh,PA
102,O3PnM1fH8vqDpk-kzYqh5A,40.3934598,-80.0201357,47,41,4.5,"[Food, Coffee & Tea, Sandwiches, Restaurants]",Pittsburgh,PA
103,OT3yVpDrDVITDCIYox8d9A,40.43866,-80.005135,4,5,3.5,"[Restaurants, Italian]",Pittsburgh,PA
104,Oq01QS2G1OvCsunccVSgxQ,40.434176,-79.922987,19,88,3.5,"[Korean, Restaurants, Karaoke, Nightlife]",Pittsburgh,PA
105,QPGMu7wXOciTRQVwklPoLA,40.4286795,-79.9826031,15,62,4.0,"[American (Traditional), Sandwiches, Restaurants]",Pittsburgh,PA
106,RlCP2U5tdnGigtMqdgaeXw,40.3931657,-80.0661701,34,3,4.0,"[Books, Mags, Music & Video, Shopping, Bookstores]",Pittsburgh,PA
107,VrkTAT-gBdhagkXLz1_eUg,40.456127,-80.006524,48,12,4.0,"[Caribbean, Restaurants]",Pittsburgh,PA
108,_BpPAhDWWmebVL7MC6zkmA,40.441237,-80.003478,4,17,4.0,"[Thai, Restaurants]",Pittsburgh,PA
109,bcyUzl_0Cy2ZhGwf-GxBKw,40.4018428,-80.0003315,49,7,3.5,"[Veterinarians, Pets]",Pittsburgh,PA
110,dWg_Wkun000du6jiI3TPUw,40.450319,-79.9853489,32,45,4.5,"[Food, Specialty Food]",Pittsburgh,PA
111,eT5Ck7Gg1dBJobca9VFovw,40.4111498,-79.908469,50,31,3.5,"[Food, Grocery]",Homestead,PA
112,gigNV0IN6uy8DAsLFHurPQ,40.432671,-79.923474,19,43,4.5,"[Greek, Restaurants]",Pittsburgh,PA
113,jDb0hsWnAlSEefiCdoRt4Q,40.439681,-79.957556,2,3,4.5,"[Bars, Nightlife]",Pittsburgh,PA
114,khVFkvx8Kc6Bg3CMzgifGw,40.3985082,-80.0829563,51,32,4.0,"[Bars, Food, Beer, Wine & Spirits, Pubs, Nightlife, Sports Bars]",Carnegie,PA
115,puiWChvCK4z4LGs4qdqfWg,40.455356,-79.93125,3,5,5.0,"[Optometrists, Health & Medical]",Pittsburgh,PA
116,rW9lt8JvcCIAztOXcq7Rgg,40.451536,-79.9331801,25,38,4.0,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA
117,sJ0IiEvM--BRApoyAQ51cw,40.4327703,-79.9234435,19,56,4.5,"[Music & DVDs, Books, Mags, Music & Video, Vinyl Records, Shopping]",Pittsburgh,PA
118,w7VSMULJ9GtRi3CBRxoJtg,40.450111,-79.9858749,32,140,4.0,"[Grocery, Food, Seafood, Seafood Markets, Specialty Food, Restaurants]",Pittsburgh,PA
119,z4DKAl8RBUGAxkfD6XYEGA,40.446888,-79.944676,52,3,4.5,"[Television Stations, Mass Media]",Pittsburgh,PA
120,0dAVMBoh0nK56--4dGAaDA,40.43766,-80.000574,4,4,3.0,"[Indian, Restaurants]",Pittsburgh,PA
121,1up3nbbWu9cenLZ04ouTHA,40.4609914,-79.9483345,3,5,4.5,"[Thrift Stores, Shopping]",Pittsburgh,PA
122,4q2nThFVuU3BZoEMkYQ1yg,40.4514772,-79.9323061,25,14,4.0,"[Fashion, Shopping, Sporting Goods, Accessories, Women's Clothing, Sports Wear]",Pittsburgh,PA
123,7XX-2YyRTLVvki-qsM3sVQ,40.4496627,-79.986549,32,3,5.0,"[Shopping, Arts & Crafts, Local Services, Furniture Reupholstery, Furniture Repair, Fabric Stores]",Pittsburgh,PA
124,93UCt9OgWYmypZCpXtUu8g,40.4127159,-80.0303354,53,127,4.0,"[Pizza, Restaurants]",Pittsburgh,PA
125,Bi-ykvEO5I6ZubfKYc-hAg,40.4511151,-79.9349322,25,4,2.5,"[Bars, Nightlife, Lounges]",Pittsburgh,PA
126,JdC6XlQIksJMrqJBlnz0uw,40.444788,-79.9543129,2,3,4.0,[Active Life],Pittsburgh,PA
127,NJcLaATrb0Y6Cq3sDHhASw,40.368716,-80.034629,12,42,3.5,"[Mexican, Restaurants]",Pittsburgh,PA
128,RjavzMXChoFWdsIZnfs5YQ,40.4381401,-79.9201014,19,314,4.0,"[Chinese, Restaurants]",Pittsburgh,PA
129,SZTRq_zknfhNyZXv_VOf1g,40.396745,-80.084329,51,4,2.5,"[Food, Automotive, Convenience Stores, Gas & Service Stations]",Carnegie,PA
130,Se7PDo-I5jBs5fU1LVmk_g,40.4419287,-79.9974018,4,13,5.0,"[Flowers & Gifts, Shopping, Toy Stores]",Pittsburgh,PA
131,YeiH-kbGrwmIJlauSP_-dA,40.4284111,-79.9653483,15,136,3.5,"[Food, Desserts, American (Traditional), Restaurants]",Pittsburgh,PA
132,bGE_OpgomJMZINS2N06weQ,40.38229,-80.095557,54,3,2.5,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA
133,cyDDwKfTjeJn4pqFE5s-vQ,40.451222,-79.9515915,3,20,3.0,"[Asian Fusion, Restaurants]",Pittsburgh,PA
134,eZN1rBpqvr_JfDz_ovmGng,40.4290553,-79.9831387,15,100,4.0,"[Burgers, Bars, Pizza, Nightlife, Restaurants]",Pittsburgh,PA
135,fnAU_q5JWWuPzMvwtQh3Tg,40.39261,-79.9968169,55,5,2.0,"[Automotive, Motorcycle Dealers]",Pittsburgh,PA
136,iQoRjkc6GwmlYnRDPF4cLw,40.368716,-80.034629,12,3,3.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA
137,pZGqd2oocAVEfoghHsm2Sw,40.4289028834,-79.9812828932,15,5,2.5,"[Sandwiches, Restaurants]",Pittsburgh,PA
138,vWnwaD-kykqiEc2Q0hbYsw,40.3988343,-80.026459,56,7,2.0,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA
139,xVg9m8i6aW-NOicaBZqpxg,40.4411909,-80.0004856,4,10,5.0,"[Women's Clothing, Men's Clothing, Fashion, Shopping, Accessories]",Pittsburgh,PA
140,2tXpqXexE-rn2iDRutiBXQ,40.4480946,-80.0042488,57,5,3.5,"[Chicken Wings, Restaurants]",Pittsburgh,PA
141,5MChfa-jZfMo3vBpolkSbw,40.458394,-79.9436629,3,78,3.5,"[Restaurants, Italian]",Pittsburgh,PA
142,I9-Ei8_KYtMjbixNJSCvwA,40.4534946,-79.9993338,22,4,3.5,"[Food, Ice Cream & Frozen Yogurt, Delis, Restaurants]",Pittsburgh,PA
143,O4RRKwq-kNY0JrrM8h38hw,40.46988,-80.0157,58,4,4.5,[Local Services],Pittsburgh,PA
144,U3FZfxY-g6SgQf5ZT6oU0Q,40.4481681,-80.0042326,57,80,3.5,"[Bars, American (New), Nightlife, Restaurants]",Pittsburgh,PA
145,Verns0y0NTYj96SyvKgnhA,40.4409865502,-79.9577772617,2,6,1.5,"[Optometrists, Ophthalmologists, Health & Medical, Doctors]",Pittsburgh,PA
146,bMWQx26vgHuwVHsMD2qJFw,40.4814889,-79.9744179,59,3,4.5,"[Breakfast & Brunch, Restaurants]",Pittsburgh,PA
147,cs9iu_1abcCXOuelaO-Gfg,40.42749,-79.969565,15,22,3.5,"[Coffee & Tea, Food, Bars, Middle Eastern, Nightlife, Hookah Bars, Restaurants]",Pittsburgh,PA
148,m4LaTWm5vP01mGpFcqoPZw,40.457185,-79.916872,60,125,3.0,"[Gastropubs, American (New), Restaurants]",Pittsburgh,PA
149,mifvvz8B_BCWbmaJffov7A,40.4661709,-79.9648776,10,24,4.5,"[Women's Clothing, Fashion, Shopping, Shoe Stores]",Pittsburgh,PA
150,nDJEOWtULWInFrO7di-6mw,40.4528002,-79.9289463,61,3,4.5,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA
151,s8_GT11c1h7pyIdpyje6Kw,40.4926841,-79.9090958,62,13,3.0,"[Mattresses, Shopping, Home & Garden, Furniture Stores]",Pittsburgh,PA
152,ucgQhC2-OzxSa1yX1I095g,40.37223,-79.943578,63,5,4.5,"[Shopping, Nurseries & Gardening, Home & Garden]",Pittsburgh,PA
153,wlS-0nxpHQaFqv_iZ01fvw,40.457865,-79.9254799,3,132,3.5,"[Food, Ice Cream & Frozen Yogurt, Coffee & Tea]",Pittsburgh,PA
154,0iLGx8ilwfncucnYAknzzw,40.3819604,-80.0443604,30,16,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA
155,EXkeYc5s-K-X5gFbj3DNyA,40.4381768,-79.9212196,19,6,4.0,"[Hair Salons, Beauty & Spas, Nail Salons]",Pittsburgh,PA
156,Ewum0uSpxz5XGlXHGmzqeQ,40.429129,-79.981899,15,77,4.0,"[Asian Fusion, Cambodian, Restaurants]",Pittsburgh,PA
157,MciNu1Ab0mwojYWqvNyvuQ,40.3981808,-80.0832802,51,4,4.0,"[Food, Coffee & Tea]",Carnegie,PA
158,PJmNg6ahKgd53gOLBvSZjg,40.4264037219,-79.9672912202,15,14,4.5,"[Food, Coffee & Tea, Juice Bars & Smoothies]",Pittsburgh,PA
159,RBzDabMqb7Y6UljipSzQcA,40.499801,-79.868143,64,17,3.5,"[Cafes, Restaurants]",Pittsburgh,PA
160,SvoJ3Y3uqDfB4iGUaWXh8Q,40.44389,-79.9985899,4,36,3.0,"[Pizza, Restaurants]",Pittsburgh,PA
161,bpoUILucBUsbR3zWuWAM3g,40.457589,-79.9254969,3,4,4.0,"[Shopping, Home Decor, Home & Garden]",Pittsburgh,PA
162,bulkC_6uGn5FM0vz3Kt0ZQ,40.44551,-79.9486512,2,71,3.0,"[Sushi Bars, Chinese, Restaurants]",Pittsburgh,PA
163,dojsd6ReoLkA9pXxlNTDUw,40.458013,-79.917439,60,4,2.5,"[Asian Fusion, Buffets, Chinese, Restaurants]",Pittsburgh,PA
164,kHLZZxEhqykXMED30oqgUw,40.428744,-79.9840362,15,3,5.0,"[Food, Coffee & Tea]",Pittsburgh,PA
165,lVH--3M6eVaNf5CBDkZJiw,40.395085,-80.033727,65,8,2.0,"[Pizza, Restaurants]",Pittsburgh,PA
166,liZsZYK2st1etzVYazpylw,40.4355091425,-79.9226289759,19,33,2.0,"[Food, Grocery, Shopping, Drugstores]",Pittsburgh,PA
167,mLVo9T73OkepUtOcZKKWVg,40.4386288,-79.8919682,66,3,4.5,"[Auto Repair, Automotive]",Pittsburgh,PA
168,n5OSE92oEzDCQLCDrzrS7A,40.4719662,-79.9595465,10,11,4.0,"[Food, Specialty Food, Desserts, Chocolatiers & Shops]",Pittsburgh,PA
169,ozyBhDBzZg8TRtHIP1wWUw,40.48593,-79.873137,67,6,2.5,"[Bars, American (Traditional), Nightlife, Restaurants]",Pittsburgh,PA
170,slc44MJu58XNJdUa3B6dZg,40.4411853,-80.0026939,4,21,3.5,"[Restaurants, Italian]",Pittsburgh,PA
171,takv9AY8InjnJR_vqryHGg,40.440661,-79.958699,2,10,3.0,"[Sandwiches, Restaurants]",Pittsburgh,PA
172,zFVaT1AGqZHZKuBi3NPnyA,40.4488823,-79.9873238,32,9,3.5,"[Chinese, Restaurants]",Pittsburgh,PA
173,5Zp_mmBitow3YByKKjC9yg,40.4946785,-79.9330792,68,47,4.0,"[Breakfast & Brunch, Restaurants]",Sharpsburg,PA
174,9T-voT8ud9489f_VKdqv2Q,40.4434897,-79.9968471,4,4,4.0,"[Doctors, Medical Centers, Health & Medical, Obstetricians & Gynecologists]",Pittsburgh,PA
175,E4sfk6fLLirdOaRGgVdLGw,40.4505754,-79.9345359,25,14,4.5,[],Pittsburgh,PA
176,JnZOjrlGpovl1OqnTYL6Bg,40.4446866,-79.9933748,4,9,4.5,"[Hotels & Travel, Car Rental]",Pittsburgh,PA
177,McHO_tvPofRkZVFpaZaWRA,40.4629248,-79.9508171,3,28,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA
178,PR6DQ-ZJPOpPv2neGN1BGQ,40.460595,-79.936873,69,4,5.0,"[Pet Services, Dog Walkers, Pets]",Pittsburgh,PA
179,QJgRZ0kTjvUSvmIm-3AEsQ,40.455763,-79.931512,3,24,3.5,"[Burgers, Bars, American (Traditional), Nightlife, Restaurants]",Pittsburgh,PA
180,Sr9v3qm6MBUaePm6J5roWg,40.464623,-79.952697,3,4,3.5,"[Food, Convenience Stores, Shopping, Drugstores]",Pittsburgh,PA
