,business_id,latitude_x,longitude_x,clusters,review_count,stars,categories,city,state,category_list
23,J1tgaxF7G3-j5XDB8ePKSg,40.4448167,-79.9489713,2,19,3.0,"[Pakistani, Indian, Restaurants]",Pittsburgh,PA,"['Pakistani', ' Indian', ' Restaurants', 57.0]"
24,CUjHTa8fE_0NhNA_I9E1XQ,40.4389613,-79.9551241,2,8,4.5,"[Pubs, Bars, Cafes, Nightlife, Restaurants]",Pittsburgh,PA,"['Pubs', ' Bars', ' Cafes', ' Nightlife', ' Restaurants', 36.0]"
25,sz4JVyafmx4gVhE98zAcqA,40.440879,-79.958402,2,4,2.5,"[Shopping, Mobile Phones]",Pittsburgh,PA,"['Shopping', ' Mobile Phones', 10.0]"
26,RhOTBt7ISr2rhXisSMLTSw,40.4400334,-79.9559915,2,230,4.0,"[Food, Tea Rooms, Asian Fusion, Restaurants]",Pittsburgh,PA,"['Food', ' Tea Rooms', ' Asian Fusion', ' Restaurants', 920.0]"
27,enMbiVCKbvwCtYPZJV6UKA,40.4403612,-79.9534086,2,12,4.5,"[Sporting Goods, Bikes, Shopping]",Pittsburgh,PA,"['Sporting Goods', ' Bikes', ' Shopping', 54.0]"
28,aft5N5DwIaIzQzwKv7lLvg,40.4400241,-79.9532523,2,11,4.5,"[Food, Specialty Food, Grocery, Meat Shops]",Pittsburgh,PA,"['Food', ' Specialty Food', ' Grocery', ' Meat Shops', 49.5]"
29,AuhN2byA2Cyn-uzWD-pJxw,40.4410144,-79.9579228,2,32,4.0,"[Fast Food, Mexican, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Mexican', ' Restaurants', 128.0]"
30,Dq6g0ubf267tWRU4BSk44A,40.4451449,-79.949084,2,304,3.0,"[Korean, Japanese, Chinese, Restaurants]",Pittsburgh,PA,"['Korean', ' Japanese', ' Chinese', ' Restaurants', 912.0]"
31,ruA8DUnrsRJ9H0hWhwQAqw,40.444682,-79.948174,2,68,3.0,"[Chinese, Restaurants]",Pittsburgh,PA,"['Chinese', ' Restaurants', 204.0]"
32,1Kcg-u0tDxHdyHIyEkMMqA,40.4446841,-79.9481068,2,31,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"['American (Traditional)', ' Restaurants', 108.5]"
33,VBKq2FdjY6Fx5w-o-5gEMA,40.4431448,-79.9535839,2,9,5.0,"[Active Life, Parks]",Pittsburgh,PA,"['Active Life', ' Parks', 45.0]"
34,drJpzE3cxE0MQUq7gkzRvg,40.4412223454,-79.9567410311,2,58,4.0,"[Sandwiches, Restaurants]",Pittsburgh,PA,"['Sandwiches', ' Restaurants', 232.0]"
35,HSSjkJ3wKQ0AqTzVHDpHWQ,40.4454156909,-79.9489261009,2,16,3.5,"[Sandwiches, Restaurants]",Pittsburgh,PA,"['Sandwiches', ' Restaurants', 56.0]"
36,qg14DV1nQgYY_b_Pm3a6lw,40.444591539,-79.9485508496,2,20,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 70.0]"
37,rmMssDMCWopIaLWq7ZCm2Q,40.4400241,-79.9532523,2,13,3.5,"[American (New), Sandwiches, Moroccan, Restaurants]",Pittsburgh,PA,"['American (New)', ' Sandwiches', ' Moroccan', ' Restaurants', 45.5]"
38,rcnl5-j05LhS3gYdDYEUHw,40.4441806,-79.9568212,2,12,3.5,"[Event Planning & Services, Venues & Event Spaces]",Pittsburgh,PA,"['Event Planning & Services', ' Venues & Event Spaces', 42.0]"
39,rfy_bJ5ad-gfVmMeqKtsyw,40.442777,-79.953151,2,319,3.5,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 1116.5]"
40,Tosy5MgTLWW9FP_HCaiKPw,40.440801,-79.956917,2,5,2.0,"[Food, Beer, Wine & Spirits]",Pittsburgh,PA,"['Food', ' Beer', ' Wine & Spirits', 10.0]"
41,RMrdI5noVh3-b7NM48PcVg,40.4444572,-79.9548779,2,26,4.0,"[Food, Indian, Food Trucks, Restaurants]",Pittsburgh,PA,"['Food', ' Indian', ' Food Trucks', ' Restaurants', 104.0]"
42,rsCGTFBaYpl_-syrZXmr4Q,40.4397088,-79.9560546,2,4,4.0,"[Music & DVDs, Books, Mags, Music & Video, Shopping]",Pittsburgh,PA,"['Music & DVDs', ' Books', ' Mags', ' Music & Video', ' Shopping', 16.0]"
43,J4Y6BSwxGxD7mznM45ykeA,40.4445302592,-79.9488186836,2,86,2.5,"[Food, Bagels, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Bagels', ' Coffee & Tea', 215.0]"
44,m_9QMfvVYFKsxPjlkCvZqA,40.4413583,-79.9576968,2,134,3.5,"[Breakfast & Brunch, Restaurants]",Pittsburgh,PA,"['Breakfast & Brunch', ' Restaurants', 469.0]"
45,VW1nPsgw23mfYWYb-RmTxw,40.439234,-79.959667,2,4,3.0,"[Shopping, Drugstores]",Pittsburgh,PA,"['Shopping', ' Drugstores', 12.0]"
46,SsSL6gKSlpTeeZXZEjAKFA,40.4420548,-79.9580559,2,19,3.5,"[Food, Specialty Food, Popcorn Shops]",Pittsburgh,PA,"['Food', ' Specialty Food', ' Popcorn Shops', 66.5]"
47,CTPlQHXFb_JNHzzrfe9ARg,40.4460019,-79.9486193,2,6,4.0,"[Hair Salons, Nail Salons, Hair Removal, Beauty & Spas]",Pittsburgh,PA,"['Hair Salons', ' Nail Salons', ' Hair Removal', ' Beauty & Spas', 24.0]"
48,BBfTiaMxtNOSa_sthMy9Pg,40.439423,-79.956095,2,19,3.5,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA,"['Dive Bars', ' Bars', ' Nightlife', 66.5]"
49,ejFoNCTG4B374bc1sVcidQ,40.444893,-79.9490053,2,24,4.5,"[Books, Mags, Music & Video, Shopping, Antiques, Bookstores]",Pittsburgh,PA,"['Books', ' Mags', ' Music & Video', ' Shopping', ' Antiques', ' Bookstores', 108.0]"
50,LzQ6FWDvXfqG0gJwNzrkow,40.436613,-79.954738,2,69,3.5,"[Korean, Restaurants]",Pittsburgh,PA,"['Korean', ' Restaurants', 241.5]"
51,A-7LUuRxyWAvX5IuUg6A7A,40.4418197,-79.9571314,2,31,4.0,"[Greek, Mediterranean, Middle Eastern, Restaurants]",Pittsburgh,PA,"['Greek', ' Mediterranean', ' Middle Eastern', ' Restaurants', 124.0]"
52,Hvc-HItwUevn8Ru3GqR17g,40.4448686,-79.9484537,2,6,3.0,"[Art Supplies, Shopping, Arts & Crafts]",Pittsburgh,PA,"['Art Supplies', ' Shopping', ' Arts & Crafts', 18.0]"
53,_KvGddVMM3d2f7NEa_eOtA,40.4416606,-79.9568523,2,193,3.0,"[Nightlife, Bars, Sandwiches, Restaurants]",Pittsburgh,PA,"['Nightlife', ' Bars', ' Sandwiches', ' Restaurants', 579.0]"
54,vam1Rpivi_ouxZX6I8Nv5A,40.4461088,-79.9546865,2,23,3.0,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA,"['Hotels & Travel', ' Event Planning & Services', ' Hotels', 69.0]"
55,howeWJgjp0m25gY4gRSsYA,40.4448167,-79.9489713,2,67,3.0,"[Bars, Indian, Nightlife, Restaurants]",Pittsburgh,PA,"['Bars', ' Indian', ' Nightlife', ' Restaurants', 201.0]"
56,NMLtK_ZDHTD_UQ33-A-N0A,40.442147,-79.956513,2,166,3.5,"[Hot Dogs, Restaurants]",Pittsburgh,PA,"['Hot Dogs', ' Restaurants', 581.0]"
57,hj6L4rYi9w6iKZmSvFRJ4g,40.4425098,-79.9557097,2,3,3.5,"[Food, Convenience Stores]",Pittsburgh,PA,"['Food', ' Convenience Stores', 10.5]"
58,JdC6XlQIksJMrqJBlnz0uw,40.444788,-79.9543129,2,3,4.0,[Active Life],Pittsburgh,PA,"['Active Life', 12.0]"
59,9S1I9r0JXTaaQ7yb30rP2g,40.4411427,-79.9535582,2,106,4.5,"[Food, Ethnic Food, Specialty Food]",Pittsburgh,PA,"['Food', ' Ethnic Food', ' Specialty Food', 477.0]"
60,C2pNVdcFl2AdkU9Ual8Z0A,40.4445979,-79.9488195,2,34,3.0,"[Food, Coffee & Tea, Vegetarian, Restaurants]",Pittsburgh,PA,"['Food', ' Coffee & Tea', ' Vegetarian', ' Restaurants', 102.0]"
61,I9SVqdLVUdo74rCtb1ludQ,40.44133,-79.956892,2,12,3.5,"[Restaurants, Italian]",Pittsburgh,PA,"['Restaurants', ' Italian', 42.0]"
62,OJBkDqbEl6JyN_7hJvCVfg,40.445099,-79.9484273,2,14,4.0,"[Food, Grocery]",Pittsburgh,PA,"['Food', ' Grocery', 56.0]"
63,c4AWh6H_hI6FkiWAmdrQvQ,40.438875,-79.955248,2,102,3.5,"[Pakistani, Indian, Restaurants]",Pittsburgh,PA,"['Pakistani', ' Indian', ' Restaurants', 357.0]"
64,PxN0tiGWY-ApyP9N0TgRmA,40.441067,-79.9591202,2,12,3.5,"[Middle Eastern, Sandwiches, Restaurants]",Pittsburgh,PA,"['Middle Eastern', ' Sandwiches', ' Restaurants', 42.0]"
65,X4XG6aBH3WsIWIiA0BtHnA,40.4424402,-79.9531948,2,3,2.0,"[Fast Food, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Restaurants', 6.0]"
66,Isf5TTZuo17BmoWHLDkpbQ,40.44115,-79.958029,2,24,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 84.0]"
67,BNvn_hpdKiNZ6ypBoLNRvg,40.4408573,-79.9586977,2,7,5.0,"[Local Services, Printing Services, Screen Printing/T-Shirt Printing]",Pittsburgh,PA,"['Local Services', ' Printing Services', ' Screen Printing/T-Shirt Printing', 35.0]"
68,s5ZdjjFX3CS2uS6_oVH7CQ,40.438019,-79.954209,2,190,3.5,"[Mexican, Tex-Mex, Restaurants]",Pittsburgh,PA,"['Mexican', ' Tex-Mex', ' Restaurants', 665.0]"
69,EnlnNZx1DlO_pTwf1NU4wg,40.4435096,-79.9495912,2,60,4.5,"[Museums, Arts & Entertainment]",Pittsburgh,PA,"['Museums', ' Arts & Entertainment', 270.0]"
70,_VZNmR_tlsYke13OSzHqLA,40.4435937,-79.9556756,2,3,3.5,"[Banks & Credit Unions, Financial Services]",Pittsburgh,PA,"['Banks & Credit Unions', ' Financial Services', 10.5]"
71,Verns0y0NTYj96SyvKgnhA,40.4409865502,-79.9577772617,2,6,1.5,"[Optometrists, Ophthalmologists, Health & Medical, Doctors]",Pittsburgh,PA,"['Optometrists', ' Ophthalmologists', ' Health & Medical', ' Doctors', 9.0]"
72,KO85zr-Dlv4yNR6fXE-imQ,40.436539,-79.95473,2,7,4.5,"[Restaurants, Mediterranean, Turkish]",Pittsburgh,PA,"['Restaurants', ' Mediterranean', ' Turkish', 31.5]"
73,tWBxu4ncghb1EmSrMc4BVw,40.4463709,-79.9549465,2,4,3.0,"[Medical Centers, Health & Medical]",Pittsburgh,PA,"['Medical Centers', ' Health & Medical', 12.0]"
74,-xymuZ9qLUwGQBD9FxldGQ,40.443213,-79.9534393,2,5,5.0,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA,"['Arts & Entertainment', ' Performing Arts', 25.0]"
75,JPjUSpHE0hO8DLyuihLqyg,40.445046,-79.9489057,2,5,5.0,"[Tattoo, Beauty & Spas]",Pittsburgh,PA,"['Tattoo', ' Beauty & Spas', 25.0]"
76,EmfFctZmKZM4fy2rEmPZ6w,40.4412353,-79.9581511,2,27,3.5,"[Seafood, Asian Fusion, Chinese, Restaurants]",Pittsburgh,PA,"['Seafood', ' Asian Fusion', ' Chinese', ' Restaurants', 94.5]"
77,JiWGjXYrq4ehNeRhKSZqcw,40.4415006,-79.958821,2,68,3.0,"[Thai, Sushi Bars, Japanese, Restaurants]",Pittsburgh,PA,"['Thai', ' Sushi Bars', ' Japanese', ' Restaurants', 204.0]"
78,d3ni6cKglu4L3JeveOqQDQ,40.4448107,-79.9484335,2,227,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"['American (Traditional)', ' Restaurants', 794.5]"
79,kKiluPSzCnCOkYKknWzNzQ,40.442277,-79.956657,2,52,3.5,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA,"['Burgers', ' Fast Food', ' Restaurants', 182.0]"
80,PQdMkFgdSyF-2jK8WhQu-g,40.4408628,-79.9581821,2,31,3.0,"[Buffets, Chinese, Restaurants]",Pittsburgh,PA,"['Buffets', ' Chinese', ' Restaurants', 93.0]"
81,gXUTqgRQ_ZzkG7qEpR6PBw,40.4408964,-79.958095,2,6,2.5,"[Food, Grocery]",Pittsburgh,PA,"['Food', ' Grocery', 15.0]"
82,DLXsum58TwWhufJM1y06pw,40.4410639,-79.9587705,2,4,3.0,"[Hair Salons, Barbers, Beauty & Spas]",Pittsburgh,PA,"['Hair Salons', ' Barbers', ' Beauty & Spas', 12.0]"
83,sMgKsV73VMR5vqmijarIxw,40.4418454,-79.9578818,2,4,3.5,"[Food, Desserts, Shaved Ice, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"['Food', ' Desserts', ' Shaved Ice', ' Ice Cream & Frozen Yogurt', 14.0]"
84,xQYa2C1-tKGx65GpDDNePQ,40.4408753,-79.957545,2,18,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 63.0]"
85,UawG_p7CC3p7HhE7pzNIyQ,40.4409284,-79.9586327,2,7,2.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"['Food', ' Ice Cream & Frozen Yogurt', 17.5]"
86,13aQBVZEbO5MzGrmDJ0IVw,40.4415422065,-79.9568209572,2,20,4.0,"[Food, Bubble Tea, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Bubble Tea', ' Coffee & Tea', 80.0]"
87,KPfW7qrWT_JdRHwM0k8yiw,40.439047,-79.9554689,2,79,4.5,"[Bangladeshi, Indian, Restaurants]",Pittsburgh,PA,"['Bangladeshi', ' Indian', ' Restaurants', 355.5]"
88,CovCgffklC_E0b2QHZ-gWw,40.4452102456,-79.955705317,2,15,4.0,"[Food, Indian, Food Trucks, Restaurants]",Pittsburgh,PA,"['Food', ' Indian', ' Food Trucks', ' Restaurants', 60.0]"
89,SpgYhYwuLkWWJRc0EjAxeA,40.441969,-79.957228,2,19,4.5,"[Jewelry, Shopping, Piercing, Beauty & Spas]",Pittsburgh,PA,"['Jewelry', ' Shopping', ' Piercing', ' Beauty & Spas', 85.5]"
90,gsRbzIv8Cy6M-VZ0X5M7_Q,40.4401437,-79.9594883,2,11,4.0,"[Food, Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"['Food', ' Desserts', ' Coffee & Tea', ' Ice Cream & Frozen Yogurt', 44.0]"
91,nP_-BYWSPNEeVY7L2tSojw,40.439681,-79.957556,2,22,3.0,"[Burgers, Bars, Nightlife, Restaurants]",Pittsburgh,PA,"['Burgers', ' Bars', ' Nightlife', ' Restaurants', 66.0]"
92,cll90LXLWNpljIDQB8BeKA,40.440304,-79.956279,2,13,3.0,"[Korean, Japanese, Restaurants]",Pittsburgh,PA,"['Korean', ' Japanese', ' Restaurants', 39.0]"
93,TpYL1P0CqqoDdfqdTCHpwg,40.4394727,-79.9582437,2,17,3.0,"[Chinese, Restaurants]",Pittsburgh,PA,"['Chinese', ' Restaurants', 51.0]"
94,_sKjDjYulL0Wf_AAqz8QaQ,40.4394979,-79.9573863,2,12,3.5,"[Local Services, Sewing & Alterations]",Pittsburgh,PA,"['Local Services', ' Sewing & Alterations', 42.0]"
95,iohzAkFe7wrcpRNagpAmbQ,40.4407395,-79.9587585,2,41,4.0,"[Food, Donuts]",Pittsburgh,PA,"['Food', ' Donuts', 164.0]"
96,yAC6PHPOOqlEvrzyVjItkw,40.4415807,-79.9572201,2,4,3.0,"[American (Traditional), Fast Food, Restaurants]",Pittsburgh,PA,"['American (Traditional)', ' Fast Food', ' Restaurants', 12.0]"
97,aXR5-C3zCnXGYhDC3pFuiQ,40.4366004,-79.9546291,2,8,3.5,"[Bars, Cafes, Nightlife, Lounges, Hookah Bars, Restaurants]",Pittsburgh,PA,"['Bars', ' Cafes', ' Nightlife', ' Lounges', ' Hookah Bars', ' Restaurants', 28.0]"
98,_ji6oh2RwfOOt0jMznT5wg,40.4460679,-79.948641,2,81,4.0,"[Food, Desserts, Creperies, Restaurants]",Pittsburgh,PA,"['Food', ' Desserts', ' Creperies', ' Restaurants', 324.0]"
99,0mVPgHWdGaZDJGa0SH6HVQ,40.44432,-79.95492,2,3,3.5,"[Doctors, Health & Medical, Obstetricians & Gynecologists]",Pittsburgh,PA,"['Doctors', ' Health & Medical', ' Obstetricians & Gynecologists', 10.5]"
100,loYtjyqqqzjpgofA-gSY9g,40.4441972,-79.956529,2,4,3.5,"[Food, Bakeries, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Bakeries', ' Coffee & Tea', 14.0]"
101,VwVNTY4BtbYIl3cInH9E9Q,40.4427042652,-79.9540711166,2,5,4.0,"[Libraries, Public Services & Government]",Pittsburgh,PA,"['Libraries', ' Public Services & Government', 20.0]"
102,jDb0hsWnAlSEefiCdoRt4Q,40.439681,-79.957556,2,3,4.5,"[Bars, Nightlife]",Pittsburgh,PA,"['Bars', ' Nightlife', 13.5]"
103,pXS-IJlwDMgH7Xn_PdNY3w,40.4444572,-79.9548779,2,4,3.5,"[Food, Thai, Food Trucks, Restaurants]",Pittsburgh,PA,"['Food', ' Thai', ' Food Trucks', ' Restaurants', 14.0]"
104,dcOWcuBeAeHf4uimuozmtw,40.4385518,-79.9547418,2,4,2.5,"[Indian, Restaurants]",Pittsburgh,PA,"['Indian', ' Restaurants', 10.0]"
105,jHvJUb_fmE9KSIjCmbrRJQ,40.436508,-79.954613,2,3,4.5,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA,"['Dive Bars', ' Bars', ' Nightlife', 13.5]"
106,j9wGRZESnopncpVQKQx9ww,40.4415876,-79.9582278,2,4,3.5,"[Fast Food, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Restaurants', 14.0]"
107,EbYGsrovAJRNitvkmAix3g,40.444196791,-79.9534454451,2,67,4.5,"[Colleges & Universities, Museums, Arts & Entertainment, Education]",Pittsburgh,PA,"['Colleges & Universities', ' Museums', ' Arts & Entertainment', ' Education', 301.5]"
108,WH9VFiRIt1z0faVqH_qzzg,40.445051,-79.956439,2,9,4.5,"[Museums, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces]",Pittsburgh,PA,"['Museums', ' Arts & Entertainment', ' Event Planning & Services', ' Venues & Event Spaces', 40.5]"
109,ryqYlw3F5MPIHXJylSjD0A,40.441932,-79.957181,2,63,3.5,"[Food, Bubble Tea, Korean, Chicken Wings, Restaurants]",Pittsburgh,PA,"['Food', ' Bubble Tea', ' Korean', ' Chicken Wings', ' Restaurants', 220.5]"
110,tTVe5wrzCVEMPzBNmdgM3A,40.4414707,-79.9581266,2,15,3.5,"[Pubs, Bars, Pizza, Nightlife, Restaurants]",Pittsburgh,PA,"['Pubs', ' Bars', ' Pizza', ' Nightlife', ' Restaurants', 52.5]"
111,Aii-cjUiQiBCkukhfnJJmA,40.4435096,-79.9495912,2,27,4.0,"[Museums, Arts & Entertainment, Art Galleries, Shopping]",Pittsburgh,PA,"['Museums', ' Arts & Entertainment', ' Art Galleries', ' Shopping', 108.0]"
112,o6EK8ULSL5j7mXg5XnmVtg,40.439681,-79.957556,2,5,3.0,"[American (Traditional), Buffets, Chicken Wings, Restaurants]",Pittsburgh,PA,"['American (Traditional)', ' Buffets', ' Chicken Wings', ' Restaurants', 15.0]"
113,_qlkUN9V2zpDpxNHsg8PZg,40.4407589,-79.958856,2,16,3.5,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA,"['Beauty & Spas', ' Nail Salons', 56.0]"
114,TNm4gE5XMmP0l9esS3Qh7Q,40.4402973,-79.9564375,2,35,4.0,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,"['Hair Salons', ' Beauty & Spas', 140.0]"
115,F13tDMn9lncYeiW6f__s-Q,40.4418104,-79.9526494,2,11,4.0,"[Breakfast & Brunch, Restaurants]",Pittsburgh,PA,"['Breakfast & Brunch', ' Restaurants', 44.0]"
116,EU6JoDaUVASjT5_O-sTZvQ,40.4408,-79.959275,2,21,4.5,"[Hair Salons, Men's Hair Salons, Beauty & Spas]",Pittsburgh,PA,"['Hair Salons', "" Men's Hair Salons"", ' Beauty & Spas', 94.5]"
117,za_OPA5Q_89j1PwNwf17KQ,40.4460837,-79.954647,2,10,3.0,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 30.0]"
118,K4Kbio0GWXZNNzU8E8za5g,40.436447,-79.954538,2,6,4.0,"[Peruvian, Burgers, Restaurants]",Pittsburgh,PA,"['Peruvian', ' Burgers', ' Restaurants', 24.0]"
119,-Fw9yVzf-G5Awk3pZI_HNQ,40.4406105,-79.9586239,2,21,4.0,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 84.0]"
120,-f7DAEshJrKyOkHJhNPQ3g,40.4406105,-79.9586239,2,21,4.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"['Food', ' Ice Cream & Frozen Yogurt', 94.5]"
121,oN552ZjtfJWV7CMtftGrfA,40.4410235,-79.9575175,2,180,4.5,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"['Food', ' Ice Cream & Frozen Yogurt', 810.0]"
122,eUeg7tdRFvNfXjmeFReSEg,40.4422132,-79.956375,2,11,3.5,"[Food, Donuts, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Donuts', ' Coffee & Tea', 38.5]"
123,CKoH7hdT4HNykFg0scBImw,40.4409738,-79.9581686,2,4,4.0,[Nightlife],Pittsburgh,PA,"['Nightlife', 16.0]"
124,AWSmI5shZligS3wkk-m0Cw,40.4457562,-79.9486452,2,3,4.5,"[Women's Clothing, Fashion, Shopping, Accessories]",Pittsburgh,PA,"[""Women's Clothing"", ' Fashion', ' Shopping', ' Accessories', 13.5]"
125,rOnzM0LHB-tR9Xb9IDoF5g,40.445178,-79.948507,2,59,3.5,"[Restaurants, Italian]",Pittsburgh,PA,"['Restaurants', ' Italian', 206.5]"
126,StOzZjyUVTeh9jpn0JSALw,40.4448524,-79.9486261,2,26,3.0,"[Pizza, Restaurants]",Pittsburgh,PA,"['Pizza', ' Restaurants', 78.0]"
127,KP7m5DCa0N0BIwSOJgxtyA,40.4459408154,-79.9548240259,2,28,2.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA,"['Hotels & Travel', ' Event Planning & Services', ' Hotels', 70.0]"
128,Bg61jOnSCZGiNSXtKoThVQ,40.4454671,-79.948572,2,5,5.0,"[Optometrists, Health & Medical, Shopping, Eyewear & Opticians]",Pittsburgh,PA,"['Optometrists', ' Health & Medical', ' Shopping', ' Eyewear & Opticians', 25.0]"
129,bulkC_6uGn5FM0vz3Kt0ZQ,40.44551,-79.9486512,2,71,3.0,"[Sushi Bars, Chinese, Restaurants]",Pittsburgh,PA,"['Sushi Bars', ' Chinese', ' Restaurants', 213.0]"
