"","business_id","lat","lon","clusters"
"34","0b6OAFt85maz05EuvYd_WQ",40.4435879,-79.9965296,3
"35","0bDp9GJBQ4K4ZTzvewLoVA",40.4522723,-79.9826658,18
"36","0dAVMBoh0nK56--4dGAaDA",40.43766,-80.000574,3
"37","0fEjkWWbjHWuS6JX0Uampg",40.4319879,-79.9233424,13
"38","0h2My97xjAjc1pNrMM266Q",40.4442936,-79.9169098,24
"39","0hUgrYgiLPd8e8TuHfoqMg",40.423196,-80.0056696,25
"40","0hrB2iwQZ52VZcZWYywXrA",40.40682,-79.912788,26
"41","0iLGx8ilwfncucnYAknzzw",40.3819604,-80.0443604,1
"42","0jTHxV1CgPb4zc0ZbrdM6w",40.4517102,-79.9330766,4
"43","0k7Jno-a9OoYitWZ-KFzhw",40.4612318,-79.9484943,7
"44","0m9YFolf72Ooh_exnswlSA",40.4447263,-79.8857764,27
"45","0mVPgHWdGaZDJGa0SH6HVQ",40.44432,-79.95492,8
"46","0mYlBBYkKTk4prNj7tsBlQ",40.4418329,-80.0038794,3
"47","0o1gpZAXTgK52hisWAUDBA",40.451773,-79.9325889,4
"48","0oprgnINAi-vSm6Qx6XclQ",40.3825098,-79.9047399,28
"49","0qOcbknxi72ZcF-z4VOtDQ",40.4506793,-79.9349258,4
"50","0rGKsDpXf8H2fLaDEwWa4Q",40.441888,-80.003443,3
"51","0sGhloiZf62hF_OTaahS1A",40.446426,-79.991771,3
"52","0sSHuXYIuJ5iy8eSCAq4gg",40.459676,-79.923615,7
"53","0sjCmXrP8WtfUujjeL6TRg",40.4448686,-79.9484537,8
"54","0vvN8OpWZnzYZkDWMs3f8w",40.3795262,-80.0447946,1
"55","0zO219KZJf-5QsRNRMmELQ",40.4003873,-80.0440153,29
"56","1-gH8mTUpl_nQhTQmOgS4Q",40.3905416,-80.0588143,30
"57","106U0pNBlmR5uekLzOTdBg",40.3886283,-80.0492732,31
"58","10h1-hmX5q3XT4XnRBJhMg",40.428491,-79.9882219,16
"59","14JrDlEb7SMK_ZHrS80lFA",40.428426,-79.979395,16
"60","14gY1iJ-KRnERxHj4ONasA",40.4434009262,-80.0024984676,3
"61","15I-8lBqswpncTCGWJNDLQ",40.4510516,-79.9349491,4
"62","17Zp0inFGLaQsxMBapdh4Q",40.4558761,-79.9381788,7
"63","1832nYQjzdvwzQNlXkU39w",40.4344025,-79.9552004,32
"64","18922Xj4KzD0ChYRMmWldA",40.4612586,-79.9505342,7
"65","18n0azQi_J7GltjGLenx3g",40.4508176,-79.9348573,4
"66","1CAMCc3ewHXosPqYsYluWg",40.4647605,-79.9614884,33
"67","1DBHAuTvuSCFykcPa8xFVA",40.3925459352,-80.0178532202,17
"68","1E53rS8afK2jiLod8Jwy7A",40.4428479,-80.0031124,3
"69","1FbnUyUXZ5p6sgUqx4qJnQ",40.3665256153,-79.9816504728,34
"70","1Gu4Ei5MRllLM4y18CB3sg",40.4521386,-79.9838044,18
"71","1HejWsAvJ7pg3n6hUCObmA",40.4263908,-79.9387555,35
"72","1IwQhGGOrVNGGQskR_3uLw",40.4609626,-79.9265025,7
"73","1JTX_alY8nNAJXn0jM645Q",40.4890536,-79.9015654,36
"74","1JcoUEPkcGQtCEed-OdezQ",40.437802,-79.92303,13
"75","1KHDNcJB-ziCAevpX-tfIQ",40.3749316,-79.9749959,37
"76","1Kcg-u0tDxHdyHIyEkMMqA",40.4446841,-79.9481068,8
"77","1Kuuu75LVwr5-1OQ3Zv71w",40.4378655,-79.9226711,13
"78","1LPNPA4_WouhQweXI-X6gQ",40.4414480387,-79.9963676268,3
"79","1LrNuxTU2e0v3lEW9VLZEA",40.4475394019,-80.007220681,9
"80","1Ma08mOkfr6egCRFixawtQ",40.492818,-79.8625859,38
"81","1PB9xsunCoSccTmAvjMlhA",40.4333064,-79.9231271,13
"82","1PcoOrAavnik-f_Epp9v0A",40.432478,-79.894158,39
"83","1Q7y7IIkE6yCr6IVl1lBSg",40.4658111,-79.9652508,40
"84","1QhIsblyEViEWc53FmxH_Q",40.4869258,-79.8906011,41
"85","1ROn1nUafuPbp3sx6FX7JQ",40.434824,-80.0078711,15
"86","1RV8xKft7cvG-OjED8_RIg",40.357213,-80.0520951,14
"87","1TspmxRwthe1s48fCjIQ3Q",40.37952,-79.9072838,42
"88","1_lU0-eSWJCRvNGk78Zh9Q",40.4068423,-80.0858661,43
"89","1arFPq3HVIPnGkIVw6RAJw",40.4468714046,-80.0046486305,9
"90","1cjK574O39pVwS1tiWdLYA",40.488071897,-79.890614748,41
"91","1eTtHfanVJKovviZgCumyA",40.4286724,-79.9934064,16
"92","1fSlarYpCHK7gGeQ02CiMg",40.455289,-79.996929,44
"93","1gyztgqbLEGnBY9wJCQKRw",40.37745,-80.040797,45
"94","1jl3G4VZjkEVboD7cUZ0gQ",40.3809456,-80.0447335,1
"95","1mCFRovRzuNNgXNf_YDhkw",40.45209,-79.93223,4
"96","1md5jVWAiBUtOIoJ0Ca5lA",40.4663501,-79.9647573,40
"97","1n0n_-Iz0e3iVpH8sereiA",40.458139,-79.928437,7
"98","1pb-8xWWL_aYUSdOAxghnQ",40.390315,-79.865458,46
"99","1qCuOcks5HRv67OHovAVpg",40.405311,-79.912595,26
"100","1qGq_IcIQLEESnVNMQ52xQ",40.4398452,-80.0021166,3
"101","1qUYk564SajvwTtkNM6KJA",40.4513477,-79.9327682,4
"102","1qZsGIUvAu9KAi4widEAuQ",40.4523786,-80.0045775,47
"103","1sOpYOBTjOUTJBcRe3utqg",40.3968899,-80.0357506,22
"104","1tSzow6N3xDM4t5sCkDY1g",40.391732,-79.98718,48
"105","1u2NauOy8xDj7aFQET680A",40.394305,-80.060154,49
"106","1uBT6mhp4SWa0aaBny39Og",40.4690857,-79.9614983,40
"107","1uMpsCZjnKHEaPdrxAMY-Q",40.442035,-80.002556,3
"108","1uPTCXmcAVujpLs1ieLUzg",40.428184,-79.975306,16
"109","1u_8Lk1_0UsTmjW6b12bpw",40.4338974,-80.0042753,15
"110","1up3nbbWu9cenLZ04ouTHA",40.4609914,-79.9483345,7
"111","1vK7gWQ_b5ehAyOidOsYtg",40.4332453,-79.9232555,13
"112","1vQLTKwmcmZXtNzfKEvMmA",40.392287,-80.070269,50
"113","1vdJl0JBn7_UOsUTfd_FEA",40.3568962,-80.01591,51
"114","1wCyM-brDWQNxrJajO7QXw",40.4303393,-79.9770267,16
"115","1wgd9o7LQAWfb7E6Vw_wOQ",40.3660903,-80.0265822,52
"116","1xRLO1NM8-3soskp2fEgyw",40.4595955,-79.9197257,53
"117","1z9P8mDays0A7AfRe16ojw",40.4377489,-79.92187,13
"118","1zKH87sjLpRr8XDKmk7j1g",40.4438693,-79.995512,3
"119","2-T_D2lIL5Ub2G_U2crtrQ",40.451127,-79.951924,7
"120","20DyG_lwW8ymzA-0dhQpsA",40.451566,-79.931741,4
"121","21hqlWgjmNgW4pBZJDuziQ",40.4100066,-80.0249876,54
"122","23xaQMfVTszfXxzP8NdN3w",40.4569644235,-79.9153769016,53
"123","247GgHoZztRikNUeKjkEmQ",40.4282809,-79.9760126,16
"124","24GmG-gusr5Jugnf_iX1KA",40.400763,-80.013526,55
"125","24t1XrFKY0ldSD1hOKnTew",40.428181,-79.975218,16
"126","26HlCqrwTikf-n5FXRS8qw",40.4286494,-79.9840364,16
"127","26R-9vQEgGLSX4Zp0v0l-A",40.4805939,-79.9746744,56
"128","2Bl_6x4SN6TSuHBafIFgqw",40.3849232,-79.9785303,57
"129","2CVv0URvnKNXA5EfeEb9Eg",40.4579855,-79.9352334,7
"130","2ChkhRUwGbneeCzaWCaJxg",40.4390325,-79.9994704,3
"131","2DgtpHdWPwUenOwwpQdkrQ",40.453845,-79.980478,18
"132","2E8PDh_4iBuxhWghx9jdQQ",40.430405,-80.008647,58
"133","2EEmhVhG5SCt8dEo5zf-Hg",40.449453,-79.98692,18
"134","2Igiyhi82R8_QaaPplRmCw",40.396012,-80.034727,22
"135","2K-XaFjaHUR8Dp6QAihITg",40.4520296,-79.9835649,18
"136","2K52MBo_VfymVw5qVwGcSA",40.4337801603,-79.9698579311,59
"137","2KiXw5gtGJfDK1jw9jJ5wA",40.4556076,-80.0132552,60
"138","2LB03jEM_kCcMteoGrbJ9A",40.4695598,-79.9089738,61
"139","2MUQomm9dx3BU0X6s11xGQ",40.467202,-79.9444526,62
"140","2NTA4ZqSooVfBpnkEOtsvA",40.388349,-80.04332,63
"141","2Ny460lur1MzN-nsi0_Bpw",40.4400217488,-80.0691623849,64
"142","2OhBwi83GEBlarsr4pEnWA",40.4225105,-79.9286966,65
"143","2Ol5IT7nu5WBm0ldD-ERKA",40.4469698,-79.9507326,66
"144","2P7_yT5KGyY3b6ikkyHb3w",40.4426643755,-79.9456820676,67
"145","2PfavOTufsPCRdYm-bFcpw",40.4115087,-79.9558863,68
"146","2PzCVpZN7-xWGGG3a97x0g",40.4411159,-80.0014246,3
"147","2SXcJT4yW9EQoEuNI1hmaw",40.4575012,-79.9324076,7
"148","2SwC8wqpZC4B9iFVTgYT9A",40.458138,-79.924797,7
"149","2UUkXa45Vgk_TfCP6kmfSw",40.427409,-79.969064,16
"150","2X32M84ejYIAC6HsrT2gpw",40.443888,-80.000223,3
"151","2X5G4Ujq0s4Wfn4TC7gX0g",40.432022,-79.893834,39
"152","2Yv6Tgb5mpoEo3_EIpKs3g",40.4330076,-80.0045618,15
"153","2Z9DgvDOBEf5JhdWpeATmg",40.3780993,-80.0666096,69
"154","2a8ieC69UOfI7XE9j16Kgg",40.4497067,-79.9860371,18
"155","2bBxE8pEbLBETejCi_aBeg",40.4442424,-79.9924126,3
"156","2bFrNEhlNjFA7aqJyYBXmw",40.35592,-80.05004,14
"157","2e0IF83DL8rdZfTGLmmH8A",40.4426569,-79.998105,3
"158","2e46okUeZWV0eKn1tYY8ug",40.4407027,-80.0008485,3
"159","2f99eqxFG2osiQVCdiCS_g",40.4331473,-79.9360299,70
"160","2gHFYehV_dZDBq7v7Fu7Sg",40.49402,-80.049422,71
"161","2gL3GgBLYN38jhthkehGXA",40.4389891,-79.950428,72
"162","2i5ttyWIY-VPfp4dgWb5Cw",40.4297296,-79.9228528,13
"163","2i6lkGef2_GMudi6SbRX2w",40.458477,-79.921901,7
"164","2jSTkJa3wLO0aE0uI3lpzw",40.4495181,-79.9875075,18
"165","2jeEgmAXqxuHXw0K0kpBWA",40.391166505,-80.0738196549,73
"166","2npRyj76jDA_YuKiZn3rlQ",40.3690567017,-80.0348434448,74
"167","2o9Q_POBRcApxLCNcuSWvA",40.4869863,-79.8868327,41
"168","2ogxlmNxcE4yTJt9BAH8wQ",40.4427705,-79.9994015,3
"169","2pN9BQ0kPWjPZbTXc_NANg",40.4287151,-79.9825489,16
"170","2qPTMjevPpL277yfFfGvFw",40.455929,-80.0065429,75
"171","2sNSF2ttXEQKV7gADC6-Pw",40.4575541,-79.9290894,7
"172","2t95Yic-ll4hdjTA6_Qy_g",40.4457782424,-79.9963158434,3
"173","2tXpqXexE-rn2iDRutiBXQ",40.4480946,-80.0042488,9
"174","2vp3ZAysnItVdkv_eX_ZvQ",40.4425007,-79.885405,27
"175","2wl6okKaT59mGUi3M3IYwA",40.3691833,-80.034845,74
"176","2yFs12GaXOGlYTKKm99NlQ",40.4566482,-80.0071604,75
"177","2zcGwt0ApFMZhD2TH_voGw",40.4417791829,-79.9983272699,3
"178","30T84H-0b9-Ft0KqbpKmKQ",40.434190366,-79.9230114,13
"179","30yHpGZufQvUkATZPv5wEw",40.3904719246,-80.0712340054,73
"180","34TBKRXYq1JHe4kYlHW2Eg",40.461657,-79.94854,7
"181","35CKLsZKk1KkyOzUn_cUXg",40.4535197,-80.0009545,76
"182","36IRBzrYrVnUI-aC8qytCQ",40.470662,-79.956909,77
"183","36a2h_kADYEoBOr3rtaj1Q",40.4280397,-80.0435444,78
"184","39zsyVps1bjZH-Seunc5OA",40.4466323,-80.0231399,79
"185","3BNomgNXuzR-Yfc2LbY6sQ",40.4854888,-79.9723216,80
"186","3DjJENjeQGqNyW6zOHfEDg",40.4559204,-79.953527,12
"187","3DzOW0I3EwntAKFaDl_T0w",40.467605,-79.959082,81
"188","3EMEYlCxPiygL4Tu_z9beQ",40.4886935886,-79.8908097541,41
"189","3G18oXcJMEtuvMf8NNBSIg",40.4256122,-79.9508911,82
"190","3G8_qVxaTkkO5b70_H8YDA",40.4653779,-79.9440106,83
"191","3IrRT8CD9xmJIkjwpfY_UA",40.4282068,-79.9248265,13
"192","3ItRaXWNjwDbwCjp2yQICQ",40.4576701,-79.9281279,7
"193","3Iv8lruEzrPVw8RR6I8ybg",40.4284298,-79.9750086,16
"194","3KCL_Bu8mOk-h7Bp-IXL8Q",40.4289089,-79.9871434,16
"195","3LKcR-g6Ok3i5EtR_GkJQg",40.4378076,-79.9910732,3
"196","3LM_yK3iF2VjkS6mFRF58w",40.3951787,-80.0225039,17
"197","3M0IdqpLqqXFuOtPF0DyzQ",40.3639029,-80.0279158,84
"198","3Myg9RPgzDaDOT4L0zbYfw",40.46007,-79.991094,85
"199","3NEDZLJIfB2LAgz6hkBxOg",40.466752,-79.953221,7
"200","3OViesv3-RkPDyvdxW16sg",40.4036795,-80.0201139,86
"201","3P5WdYpaIgi3Eura7VpL5Q",40.4729536,-80.0744038,87
"202","3QEMZbvUWXHqag5Ao94Nhg",40.439204,-79.998642,3
"203","3TJ1ZVfYY3YSFTMoke8LVQ",40.4456598,-80.0340949,88
"204","3TKmWAHI5Qj4i7GSf7_vDQ",40.4288811,-79.9881715,16
"205","3UL1To_gn_eOY5iFH5oBxA",40.4509532,-79.9349372,4
"206","3WgM6mvYrPDxGJ5fADSkUw",40.4412454,-79.9566016,8
"207","3X2vdOhvoCuyrpEsPxfzzg",40.428108,-79.973988,16
"208","3ZVKmuK2l7uXPE6lXY4Dbg",40.406323,-80.0903575,89
"209","3ZepumtXvVkoHsNOWqF4iA",40.3917014,-80.0598612,30
"210","3_3yJMo2dTPeq8woOW69IA",40.4646964,-79.9541448,7
"211","3aR6QgHT4AFMsNG9e4T4xA",40.4967675,-79.9438905,90
"212","3bYjgNsMC8nxsq6T4RoQdA",40.380923,-80.044674,1
"213","3dI-wF9TFDwK_vQqqlUPJw",40.469408,-79.960872,40
"214","3dtZprG08noZiOuHc5WoUA",40.4291032,-79.9813886,16
"215","3eu6MEFlq2Dg7bQh8QbdOg",40.3509559,-79.889059,91
"216","3gkoiMbPT1Ayn1dyev-9Tw",40.4577,-79.9334827,7
"217","3gmBc0qN_LtGbZAjTtHWZg",40.407091,-79.916958,92
"218","3hFBk9lLFTC2HeRprtfusw",40.4316474,-79.9233645,13
"219","3jPNfiRYdu-tlJM4OGF3og",40.4442087,-79.9946687,3
"220","3kl25XEmET3SM-6jIa9-MQ",40.439652,-80.004357,3
"221","3l3tr9nfs_HO7qxAYbkGzg",40.427386,-79.938052,35
"222","3mnT2b6cY-Tepmon354FYA",40.4214972,-79.8901259,23
"223","3nCGTajeHIKp3uVsYPE9dA",40.365248,-79.98249,34
"224","3ob9ayBETS6z3cn6Hugz7g",40.4407744,-80.0041429,3
"225","3obPG5F_6rbAu86CuiNW4g",40.357213,-80.0520951,14
"226","3u7WY-VUY9yN3eS65phIZA",40.440556,-79.996111,3
"227","3uLwzSD9ZB9ojqFMDmgx8Q",40.471251,-79.960266,40
"228","3ulOUFEOHcprENUsXtCKig",40.4419737,-80.0034017,3
"229","3wvt02K8Q4tZx0OImekCTg",40.440592,-79.996589,3
"230","3x3mBlMlfwFOVJtt2tr9gQ",40.4449266,-79.887035,27
"231","3xtsKiY-vUUa3yWrBhYIqA",40.433881,-80.031424,93
"232","3zgswf_NfBJpeAoWeTkgMA",40.458267,-79.942274,7
"233","4006X2j2rNOuhWRFsfzLSw",40.3828646,-80.0951019,94
"234","41CXLCeB8z2oNdIOvnrzIA",40.4634021,-79.9776298,95
"235","449wuM9EISGbuR_8WtaJRg",40.497258,-80.058246,96
"236","44zt-uJPM4BGs46DaNO98Q",40.3645309102,-79.9839019775,34
"237","46dYEuISLWIMSN55AijJBw",40.3675881872,-79.9820566177,34
"238","497fzDpPrMlisVRmvY8cmA",40.4580184,-79.9275787,7
"239","49nxzKLr2qQnLF58qo2p1w",40.4550779,-79.9913252,97
"240","4ASVc-idKESyU9w-atsueg",40.4520089,-79.982244,18
"241","4AUejLFrzodl8AowhJ82rw",40.4568173,-80.0123602,5
"242","4CRQiALk3pSl5LEkKo3dmw",40.459739957,-79.9257194996,7
"243","4D2FmqwuQ_OXypQkQqQZcw",40.4414335,-80.0020533,3
"244","4FQ1QM2u6rn0n0ph3RbAMQ",40.4378399,-79.9206932,13
"245","4Gc0KlYrOKLjgWDQj3XXjg",40.4980588301,-79.8823353571,98
"246","4KJhRKocVPhrkdQQX2KVCw",40.4217207,-80.0297402,2
"247","4KNIPambhRchLTH3St9HEw",40.4441199,-79.9961344,3
"248","4LcFKTr6Ah87VcxW2z5e6w",40.4422917,-79.9989455,3
"249","4LwhggEn27P6ku1NRD-PDw",40.407946,-80.085541,43
"250","4NhJV3Hw3OoTKbnjmIQ9UA",40.4639651,-79.9528929,7
"251","4O0GslAIwG_1regXO_UcaQ",40.482691,-79.95116,99
"252","4PvhZdmpkPy8fjzWMSY6jw",40.4448167,-79.9489713,8
"253","4QRE0H67c1r0j-XxYtllxQ",40.438331604,-79.9974594116,3
"254","4S5CdZawGJfP3vtR4eAQ1g",40.4404302,-79.9948801,3
"255","4UuZK9MC4yYg5AJ0Sw6CrQ",40.4295686,-79.9223559,13
"256","4WiL3UaXCxj4lbWwsckisg",40.4430825,-80.0010001,3
"257","4YApQvnmdGAzlb8nnBUMNw",40.4176521,-80.0455702,100
"258","4YSYFo4uzMOvxVb6VaSXDA",40.4080431671,-80.0873225927,43
"259","4Z-pmHR5X2E788kSLE3euQ",40.4584639131,-79.9118078725,101
"260","4Z1ctqySL5LVXLOTC3bNxw",40.4416258,-79.9963308,3
"261","4_ui2UwZ3n9SLTFIAL68Ew",40.4406248,-79.9958864,3
"262","4aFpqIBq-dFz7Fu1sIL6iA",40.4287658,-79.9773699,16
"263","4atNH8sL_W6EakDKtWr8OA",40.458625,-79.942738,7
"264","4e1FfJ1QxKa3L8TJHOtg7g",40.4601392,-79.9467527,7
"265","4eRlRYQ4iBedD7Ymiuah7Q",40.433911,-80.005324,15
"266","4jdlI2bHLZilcH1iRO0WRg",40.422696,-79.964238,102
"267","4lzxUZD6_SVc10wyDn-H6g",40.441237,-80.003478,3
"268","4mNRylz5SZZ-dhJOLmfkBg",40.419454,-79.850259,103
"269","4n_KDjH3dQCIxHZ3SWVO6g",40.4435037,-79.9415706,104
"270","4oJvRnEDjpJmOAQXOT1iaA",40.4661326865,-79.9649008736,40
"271","4oOvpLx3819RPPu77SqMdg",40.4363997,-79.9228763,13
"272","4pDO3TZ-WJDofAt4uREMig",40.456133,-79.905387,105
"273","4q2nThFVuU3BZoEMkYQ1yg",40.4514772,-79.9323061,4
"274","4tMGXYHN_0o0B6mnuYHhmg",40.441217,-79.998244,3
"275","4uOVj07uHLJZ-oVH36MB4w",40.448415,-80.00395,9
"276","4ykgzzzGEWjMD5lwk1-l9A",40.3715391,-79.9264919,106
"277","51QKFqG0rg7RzA_GDsDNpg",40.477168,-79.969821,107
"278","51QMwutUI352Gmb3t1aryw",40.468213,-80.094956,108
"279","52CzJDb4EakSjEQOUys77Q",40.4328918,-79.9232436,13
"280","53Yk2EODWnV9qHQECzeHVQ",40.3736775,-79.8737336,109
"281","53bxZN3hikoJZkd1EBdhrw",40.4269077,-79.9664347,16
"282","53qWOpcsaMw4ZQAJi5OIbw",40.4639582,-79.9528867,7
"283","56eSsdwPI7t6c0t312VqLg",40.4501457,-79.9142223,21
"284","57HN9fGRar_GckBmgHgemA",40.4116978,-79.9124082,92
"285","58AZ_aOhCWQqriwva1-gdw",40.4290017,-79.9776871,16
"286","58CWQ1FOtT1ClbREmUb-pg",40.4366975,-79.9545605,8
"287","59JAguBIKS95_ohKXZtBfw",40.4423828266,-80.0046622753,3
"288","59jTyOmW7rRBRfVG7Uftnw",40.428516,-79.971496,16
"289","59sAhagzR9x6b8-6hBhMMg",40.357226,-80.028931,110
"290","5BWRiF8PBGxmK4C6gr5YPw",40.496147,-79.944101,90
"291","5Bx-z-7KxB0g6nOuO9gOwg",40.455514,-79.889315,111
"292","5D-xzcFphR5OE3YMrDO0CA",40.4378487,-79.9214512,13
"293","5F1pFxJVAqkDzukIHva5JQ",40.457544,-79.925605,7
"294","5GS5sBSscgcex0IFTDL9Bg",40.4459596592,-80.0169205774,19
"295","5Hd4vp5bKPq-W8zPwabYhw",40.4520561,-79.952299,7
"296","5IbZ0LjSydLAfB9NOyYOIQ",40.4286664,-79.982864,16
"297","5K6TGz2q_3w2jGnuAjdi_Q",40.4289338,-79.9803087,16
"298","5L-vmM7JA_U1koc01Gw43g",40.4364736,-79.922778,13
"299","5M2JDCep66K9VoVcsybwMw",40.454652,-79.90494,112
"300","5MChfa-jZfMo3vBpolkSbw",40.458394,-79.9436629,7
"301","5NcgSVx0fJFYManZSJyRQA",40.4411279,-80.0014571,3
"302","5Q7mv5SRfIuyefgVfFwv7w",40.453565,-79.947051,7
"303","5Qa1bKl5BeXOC_6kZV7nBw",40.438467,-79.9887849,3
"304","5TBOg9Rf47SECB8gTNGqeQ",40.4599178946,-79.9247230442,7
"305","5TM2HW5stMa6DDdJ-JC2uQ",40.4972986,-80.0699259,113
"306","5Tc2MYU5YO35JYW6fh1eaA",40.4508928,-79.9350998,4
"307","5Udv4CASAXB2eH66TefWPQ",40.3897336,-80.0409102,63
"308","5UmKMjUEUNdYWqANhGckJw",40.3543266,-79.9007057,114
"309","5UxCrCoS02vFlSKH0pZ-fg",40.4671656,-79.9082692,115
"310","5V1K5DRpGrObijbtCuPbcg",40.447942,-79.895957,116
"311","5Zp_mmBitow3YByKKjC9yg",40.4946785,-79.9330792,117
"312","5ZuMxdlRbvqLooR8qZxnKw",40.4416303,-80.0330321,118
"313","5a0mAU5sGrR174mEghnOCw",40.4396663,-79.8973664,119
"314","5c-GubweiNtUFyQ38lgnHg",40.4580559,-79.9171451,53
"315","5dTp7_eChd1rO0Js7xSiRg",40.440592,-79.996589,3
"316","5dbzunCt920nwML5pYegsQ",40.47886,-79.971985,120
"317","5eCbn-WUr2YIQODHfVP7Sw",40.428796,-79.976795,16
"318","5japW20yvS1tomuvliRbcA",40.4280678259,-79.9666602257,16
"319","5kD6dP9etfUqtyXUZu9ZyQ",40.4430211,-79.9967857,3
"320","5kVrSq6mXcu_jT3S72xt0A",40.4331786,-79.9227536,13
"321","5nEnDOd9zKYa_J5SO56-LA",40.4580854,-79.9275449,7
"322","5nfSjyxpfW_JVywRJWCNQQ",40.426893,-80.055158,121
"323","5pv14jV1Win8Yhfbde5PjA",40.4416699742,-80.0013795641,3
"324","5reb2cEaziuyHOpnbh1XtA",40.4438005,-80.0023331,3
"325","5rp7i-t4jHz2BrZVmteMkQ",40.4294456,-79.9225728,13
"326","5szhpMLGVarH11_Zl-9lLg",40.4575012,-79.9324076,7
"327","5tx3tiX_k-0BklqBHL4ebQ",40.4897698,-79.8738589,122
"328","5uIKz-cTRwPSngjTl8XUNg",40.454451,-79.97954,18
"329","5yWHbY7c2VIwgXcVgiyGQg",40.4139311,-79.8508856,123
"330","5z1TluGqhwVYrN7ZZPDW6g",40.429825,-80.054154,121
"331","5zqhwC-VGm9S36loa_p7-w",40.4469909668,-80.0056533813,9
"332","6-rJjW6ITl5o_FliiNgZRA",40.380192,-80.044459,1
"333","62EQGCWUVIRixQD_q72V0Q",40.4296522,-79.9232478,13
"334","63M2e_wSmQ8GbLDUau5K6Q",40.426784,-80.005652,124
"335","63rmr1oM0BbAXcUfNEaieQ",40.4343522,-80.0053102,15
"336","66F5Blx2YV91Kv945x9vvw",40.410147,-79.990825,125
"337","67A7bnaFM-YmpkTw9idreg",40.4293549,-79.9764202,16
"338","6AMytnmB5pHbwDv-KEmvXg",40.4293566,-80.053324,121
"339","6AdkKhsXnSdSFICAPVfrlQ",40.4321996,-79.8933256,39
"340","6AnorAMPkTdSDbUkOoV1Rw",40.4645128,-79.9823112,126
"341","6BE16zjI11ie57QFCat-Jg",40.408036,-79.89543,127
"342","6BkbwY0j33py_XmzvmnfXw",40.4423622,-80.0002018,3
"343","6C1Igw4BzRmg5Et8GSVfpA",40.443651,-79.999821,3
"344","6EXCN46MdJOa00KjuH8jaA",40.4546246,-79.94555,7
"345","6Ela-jlBHDohrredgr3D0w",40.4075314325,-79.9100248267,26
"346","6FRqgRAiSwqWbbUCz5XIBw",40.4283482,-79.9787102,16
"347","6HbtmrkFXHU6mf4I1sduXA",40.4274458,-79.9655107,16
"348","6JOIiBIroaDLkUrj2hR6-g",40.414428,-80.011614,128
"349","6KrFqm5q4ZZAYxTRaxdCSw",40.375527,-80.068593,129
"350","6LbeU_OT1E5MP022PhExvQ",40.4414403,-79.9572865,8
"351","6RUuRM5W-F7Snu_4LCQ8lQ",40.441129,-79.9979351,3
